# Comparação: Solução Numérica vs Solução Analítica
# θ₀ = 0.1745 rad (10.0 graus)
# t(s)	theta_num(rad)	theta_anal(rad)	diferenca(rad)
0.000000	0.174533	0.174533	0.000000e+00
0.000100	0.174533	0.174533	0.000000e+00
0.000200	0.174533	0.174533	1.735990e-10
0.000300	0.174533	0.174533	3.905977e-10
0.000400	0.174533	0.174533	6.943957e-10
0.000500	0.174533	0.174533	1.084993e-09
0.000600	0.174533	0.174533	1.562389e-09
0.000700	0.174533	0.174533	2.126584e-09
0.000800	0.174532	0.174532	2.777578e-09
0.000900	0.174532	0.174532	3.515371e-09
0.001000	0.174532	0.174532	4.339961e-09
0.001100	0.174532	0.174532	5.251349e-09
0.001200	0.174532	0.174532	6.249535e-09
0.001300	0.174531	0.174531	7.334518e-09
0.001400	0.174531	0.174531	8.506297e-09
0.001500	0.174531	0.174531	9.764873e-09
0.001600	0.174531	0.174531	1.111024e-08
0.001700	0.174530	0.174530	1.254241e-08
0.001800	0.174530	0.174530	1.406137e-08
0.001900	0.174530	0.174530	1.566713e-08
0.002000	0.174530	0.174530	1.735967e-08
0.002100	0.174529	0.174529	1.913902e-08
0.002200	0.174529	0.174529	2.100515e-08
0.002300	0.174528	0.174528	2.295807e-08
0.002400	0.174528	0.174528	2.499779e-08
0.002500	0.174528	0.174528	2.712429e-08
0.002600	0.174527	0.174527	2.933759e-08
0.002700	0.174527	0.174527	3.163767e-08
0.002800	0.174526	0.174526	3.402454e-08
0.002900	0.174526	0.174526	3.649819e-08
0.003000	0.174525	0.174525	3.905863e-08
0.003100	0.174525	0.174525	4.170586e-08
0.003200	0.174524	0.174524	4.443986e-08
0.003300	0.174524	0.174524	4.726065e-08
0.003400	0.174523	0.174523	5.016822e-08
0.003500	0.174522	0.174522	5.316258e-08
0.003600	0.174522	0.174522	5.624371e-08
0.003700	0.174521	0.174521	5.941161e-08
0.003800	0.174521	0.174521	6.266630e-08
0.003900	0.174520	0.174520	6.600775e-08
0.004000	0.174519	0.174519	6.943599e-08
0.004100	0.174519	0.174519	7.295099e-08
0.004200	0.174518	0.174518	7.655277e-08
0.004300	0.174517	0.174517	8.024131e-08
0.004400	0.174516	0.174516	8.401662e-08
0.004500	0.174516	0.174516	8.787870e-08
0.004600	0.174515	0.174515	9.182755e-08
0.004700	0.174514	0.174514	9.586316e-08
0.004800	0.174513	0.174513	9.998553e-08
0.004900	0.174512	0.174512	1.041947e-07
0.005000	0.174512	0.174512	1.084905e-07
0.005100	0.174511	0.174511	1.128732e-07
0.005200	0.174510	0.174510	1.173426e-07
0.005300	0.174509	0.174509	1.218988e-07
0.005400	0.174508	0.174508	1.265417e-07
0.005500	0.174507	0.174507	1.312713e-07
0.005600	0.174506	0.174506	1.360877e-07
0.005700	0.174505	0.174505	1.409909e-07
0.005800	0.174504	0.174504	1.459808e-07
0.005900	0.174503	0.174503	1.510574e-07
0.006000	0.174502	0.174502	1.562208e-07
0.006100	0.174501	0.174501	1.614709e-07
0.006200	0.174500	0.174500	1.668078e-07
0.006300	0.174499	0.174499	1.722314e-07
0.006400	0.174498	0.174498	1.777417e-07
0.006500	0.174497	0.174497	1.833387e-07
0.006600	0.174496	0.174496	1.890225e-07
0.006700	0.174495	0.174494	1.947930e-07
0.006800	0.174494	0.174493	2.006502e-07
0.006900	0.174492	0.174492	2.065942e-07
0.007000	0.174491	0.174491	2.126249e-07
0.007100	0.174490	0.174490	2.187422e-07
0.007200	0.174489	0.174489	2.249463e-07
0.007300	0.174488	0.174487	2.312372e-07
0.007400	0.174486	0.174486	2.376147e-07
0.007500	0.174485	0.174485	2.440789e-07
0.007600	0.174484	0.174483	2.506298e-07
0.007700	0.174482	0.174482	2.572675e-07
0.007800	0.174481	0.174481	2.639918e-07
0.007900	0.174480	0.174479	2.708028e-07
0.008000	0.174478	0.174478	2.777005e-07
0.008100	0.174477	0.174477	2.846850e-07
0.008200	0.174476	0.174475	2.917561e-07
0.008300	0.174474	0.174474	2.989138e-07
0.008400	0.174473	0.174473	3.061583e-07
0.008500	0.174471	0.174471	3.134895e-07
0.008600	0.174470	0.174470	3.209073e-07
0.008700	0.174468	0.174468	3.284118e-07
0.008800	0.174467	0.174467	3.360030e-07
0.008900	0.174465	0.174465	3.436808e-07
0.009000	0.174464	0.174464	3.514453e-07
0.009100	0.174462	0.174462	3.592965e-07
0.009200	0.174461	0.174460	3.672343e-07
0.009300	0.174459	0.174459	3.752588e-07
0.009400	0.174458	0.174457	3.833699e-07
0.009500	0.174456	0.174456	3.915677e-07
0.009600	0.174454	0.174454	3.998521e-07
0.009700	0.174453	0.174452	4.082232e-07
0.009800	0.174451	0.174451	4.166809e-07
0.009900	0.174449	0.174449	4.252253e-07
0.010000	0.174448	0.174447	4.338563e-07
0.010100	0.174446	0.174446	4.425739e-07
0.010200	0.174444	0.174444	4.513781e-07
0.010300	0.174443	0.174442	4.602690e-07
0.010400	0.174441	0.174440	4.692465e-07
0.010500	0.174439	0.174439	4.783106e-07
0.010600	0.174437	0.174437	4.874613e-07
0.010700	0.174435	0.174435	4.966986e-07
0.010800	0.174434	0.174433	5.060225e-07
0.010900	0.174432	0.174431	5.154331e-07
0.011000	0.174430	0.174429	5.249302e-07
0.011100	0.174428	0.174427	5.345139e-07
0.011200	0.174426	0.174426	5.441842e-07
0.011300	0.174424	0.174424	5.539411e-07
0.011400	0.174422	0.174422	5.637846e-07
0.011500	0.174420	0.174420	5.737147e-07
0.011600	0.174418	0.174418	5.837313e-07
0.011700	0.174416	0.174416	5.938345e-07
0.011800	0.174414	0.174414	6.040243e-07
0.011900	0.174412	0.174412	6.143007e-07
0.012000	0.174410	0.174410	6.246636e-07
0.012100	0.174408	0.174408	6.351130e-07
0.012200	0.174406	0.174406	6.456490e-07
0.012300	0.174404	0.174403	6.562716e-07
0.012400	0.174402	0.174401	6.669807e-07
0.012500	0.174400	0.174399	6.777763e-07
0.012600	0.174398	0.174397	6.886585e-07
0.012700	0.174396	0.174395	6.996272e-07
0.012800	0.174393	0.174393	7.106824e-07
0.012900	0.174391	0.174390	7.218242e-07
0.013000	0.174389	0.174388	7.330524e-07
0.013100	0.174387	0.174386	7.443672e-07
0.013200	0.174385	0.174384	7.557685e-07
0.013300	0.174382	0.174382	7.672563e-07
0.013400	0.174380	0.174379	7.788306e-07
0.013500	0.174378	0.174377	7.904914e-07
0.013600	0.174375	0.174375	8.022387e-07
0.013700	0.174373	0.174372	8.140724e-07
0.013800	0.174371	0.174370	8.259927e-07
0.013900	0.174368	0.174368	8.379994e-07
0.014000	0.174366	0.174365	8.500926e-07
0.014100	0.174364	0.174363	8.622723e-07
0.014200	0.174361	0.174360	8.745384e-07
0.014300	0.174359	0.174358	8.868910e-07
0.014400	0.174356	0.174355	8.993300e-07
0.014500	0.174354	0.174353	9.118555e-07
0.014600	0.174351	0.174350	9.244674e-07
0.014700	0.174349	0.174348	9.371658e-07
0.014800	0.174346	0.174345	9.499506e-07
0.014900	0.174344	0.174343	9.628219e-07
0.015000	0.174341	0.174340	9.757795e-07
0.015101	0.174339	0.174338	9.888236e-07
0.015201	0.174336	0.174335	1.001954e-06
0.015301	0.174334	0.174333	1.015171e-06
0.015401	0.174331	0.174330	1.028474e-06
0.015501	0.174328	0.174327	1.041864e-06
0.015601	0.174326	0.174325	1.055340e-06
0.015701	0.174323	0.174322	1.068903e-06
0.015801	0.174320	0.174319	1.082551e-06
0.015901	0.174318	0.174317	1.096287e-06
0.016001	0.174315	0.174314	1.110108e-06
0.016101	0.174312	0.174311	1.124016e-06
0.016201	0.174309	0.174308	1.138011e-06
0.016301	0.174307	0.174306	1.152091e-06
0.016401	0.174304	0.174303	1.166258e-06
0.016501	0.174301	0.174300	1.180512e-06
0.016601	0.174298	0.174297	1.194851e-06
0.016701	0.174295	0.174294	1.209277e-06
0.016801	0.174293	0.174291	1.223790e-06
0.016901	0.174290	0.174288	1.238389e-06
0.017001	0.174287	0.174286	1.253074e-06
0.017101	0.174284	0.174283	1.267845e-06
0.017201	0.174281	0.174280	1.282702e-06
0.017301	0.174278	0.174277	1.297646e-06
0.017401	0.174275	0.174274	1.312677e-06
0.017501	0.174272	0.174271	1.327793e-06
0.017601	0.174269	0.174268	1.342996e-06
0.017701	0.174266	0.174265	1.358285e-06
0.017801	0.174263	0.174262	1.373660e-06
0.017901	0.174260	0.174259	1.389122e-06
0.018001	0.174257	0.174256	1.404670e-06
0.018101	0.174254	0.174253	1.420304e-06
0.018201	0.174251	0.174249	1.436024e-06
0.018301	0.174248	0.174246	1.451831e-06
0.018401	0.174245	0.174243	1.467724e-06
0.018501	0.174241	0.174240	1.483703e-06
0.018601	0.174238	0.174237	1.499768e-06
0.018701	0.174235	0.174234	1.515920e-06
0.018801	0.174232	0.174230	1.532157e-06
0.018901	0.174229	0.174227	1.548481e-06
0.019001	0.174226	0.174224	1.564891e-06
0.019101	0.174222	0.174221	1.581387e-06
0.019201	0.174219	0.174217	1.597970e-06
0.019301	0.174216	0.174214	1.614639e-06
0.019401	0.174212	0.174211	1.631393e-06
0.019501	0.174209	0.174207	1.648234e-06
0.019601	0.174206	0.174204	1.665161e-06
0.019701	0.174202	0.174201	1.682175e-06
0.019801	0.174199	0.174197	1.699274e-06
0.019901	0.174196	0.174194	1.716460e-06
0.020001	0.174192	0.174191	1.733731e-06
0.020101	0.174189	0.174187	1.751089e-06
0.020201	0.174185	0.174184	1.768533e-06
0.020301	0.174182	0.174180	1.786063e-06
0.020401	0.174179	0.174177	1.803679e-06
0.020501	0.174175	0.174173	1.821382e-06
0.020601	0.174172	0.174170	1.839170e-06
0.020701	0.174168	0.174166	1.857044e-06
0.020801	0.174165	0.174163	1.875005e-06
0.020901	0.174161	0.174159	1.893051e-06
0.021001	0.174157	0.174156	1.911184e-06
0.021101	0.174154	0.174152	1.929403e-06
0.021201	0.174150	0.174148	1.947707e-06
0.021301	0.174147	0.174145	1.966098e-06
0.021401	0.174143	0.174141	1.984575e-06
0.021501	0.174139	0.174137	2.003138e-06
0.021601	0.174136	0.174134	2.021786e-06
0.021701	0.174132	0.174130	2.040521e-06
0.021801	0.174128	0.174126	2.059342e-06
0.021901	0.174125	0.174122	2.078249e-06
0.022001	0.174121	0.174119	2.097242e-06
0.022101	0.174117	0.174115	2.116320e-06
0.022201	0.174113	0.174111	2.135485e-06
0.022301	0.174110	0.174107	2.154736e-06
0.022401	0.174106	0.174104	2.174073e-06
0.022501	0.174102	0.174100	2.193495e-06
0.022601	0.174098	0.174096	2.213004e-06
0.022701	0.174094	0.174092	2.232598e-06
0.022801	0.174090	0.174088	2.252279e-06
0.022901	0.174086	0.174084	2.272045e-06
0.023001	0.174083	0.174080	2.291898e-06
0.023101	0.174079	0.174076	2.311836e-06
0.023201	0.174075	0.174072	2.331860e-06
0.023301	0.174071	0.174068	2.351970e-06
0.023401	0.174067	0.174064	2.372166e-06
0.023501	0.174063	0.174060	2.392447e-06
0.023601	0.174059	0.174056	2.412815e-06
0.023701	0.174055	0.174052	2.433268e-06
0.023801	0.174051	0.174048	2.453808e-06
0.023901	0.174047	0.174044	2.474433e-06
0.024001	0.174043	0.174040	2.495144e-06
0.024101	0.174038	0.174036	2.515941e-06
0.024201	0.174034	0.174032	2.536823e-06
0.024301	0.174030	0.174028	2.557792e-06
0.024401	0.174026	0.174023	2.578846e-06
0.024501	0.174022	0.174019	2.599986e-06
0.024601	0.174018	0.174015	2.621212e-06
0.024701	0.174014	0.174011	2.642523e-06
0.024801	0.174009	0.174007	2.663921e-06
0.024901	0.174005	0.174002	2.685404e-06
0.025001	0.174001	0.173998	2.706973e-06
0.025101	0.173997	0.173994	2.728627e-06
0.025201	0.173992	0.173990	2.750368e-06
0.025301	0.173988	0.173985	2.772194e-06
0.025401	0.173984	0.173981	2.794106e-06
0.025501	0.173979	0.173977	2.816103e-06
0.025601	0.173975	0.173972	2.838186e-06
0.025701	0.173971	0.173968	2.860355e-06
0.025801	0.173966	0.173963	2.882610e-06
0.025901	0.173962	0.173959	2.904950e-06
0.026001	0.173957	0.173954	2.927376e-06
0.026101	0.173953	0.173950	2.949887e-06
0.026201	0.173949	0.173946	2.972485e-06
0.026301	0.173944	0.173941	2.995168e-06
0.026401	0.173940	0.173937	3.017936e-06
0.026501	0.173935	0.173932	3.040790e-06
0.026601	0.173931	0.173928	3.063730e-06
0.026701	0.173926	0.173923	3.086755e-06
0.026801	0.173921	0.173918	3.109866e-06
0.026901	0.173917	0.173914	3.133063e-06
0.027001	0.173912	0.173909	3.156345e-06
0.027101	0.173908	0.173905	3.179712e-06
0.027201	0.173903	0.173900	3.203166e-06
0.027301	0.173898	0.173895	3.226704e-06
0.027401	0.173894	0.173891	3.250329e-06
0.027501	0.173889	0.173886	3.274039e-06
0.027601	0.173884	0.173881	3.297834e-06
0.027701	0.173880	0.173876	3.321715e-06
0.027801	0.173875	0.173872	3.345681e-06
0.027901	0.173870	0.173867	3.369733e-06
0.028001	0.173866	0.173862	3.393870e-06
0.028101	0.173861	0.173857	3.418093e-06
0.028201	0.173856	0.173853	3.442402e-06
0.028301	0.173851	0.173848	3.466795e-06
0.028401	0.173846	0.173843	3.491275e-06
0.028501	0.173842	0.173838	3.515839e-06
0.028601	0.173837	0.173833	3.540489e-06
0.028701	0.173832	0.173828	3.565225e-06
0.028801	0.173827	0.173823	3.590046e-06
0.028901	0.173822	0.173818	3.614952e-06
0.029001	0.173817	0.173813	3.639944e-06
0.029101	0.173812	0.173808	3.665021e-06
0.029201	0.173807	0.173803	3.690183e-06
0.029301	0.173802	0.173798	3.715431e-06
0.029401	0.173797	0.173793	3.740764e-06
0.029501	0.173792	0.173788	3.766183e-06
0.029601	0.173787	0.173783	3.791686e-06
0.029701	0.173782	0.173778	3.817276e-06
0.029801	0.173777	0.173773	3.842950e-06
0.029901	0.173772	0.173768	3.868710e-06
0.030001	0.173767	0.173763	3.894555e-06
0.030101	0.173762	0.173758	3.920485e-06
0.030201	0.173757	0.173753	3.946501e-06
0.030301	0.173751	0.173748	3.972602e-06
0.030401	0.173746	0.173742	3.998788e-06
0.030501	0.173741	0.173737	4.025059e-06
0.030601	0.173736	0.173732	4.051416e-06
0.030701	0.173731	0.173727	4.077857e-06
0.030801	0.173725	0.173721	4.104384e-06
0.030901	0.173720	0.173716	4.130997e-06
0.031001	0.173715	0.173711	4.157694e-06
0.031101	0.173710	0.173706	4.184477e-06
0.031201	0.173704	0.173700	4.211344e-06
0.031301	0.173699	0.173695	4.238297e-06
0.031401	0.173694	0.173689	4.265335e-06
0.031501	0.173688	0.173684	4.292458e-06
0.031601	0.173683	0.173679	4.319667e-06
0.031701	0.173678	0.173673	4.346960e-06
0.031801	0.173672	0.173668	4.374339e-06
0.031901	0.173667	0.173662	4.401802e-06
0.032001	0.173661	0.173657	4.429351e-06
0.032101	0.173656	0.173651	4.456985e-06
0.032201	0.173650	0.173646	4.484704e-06
0.032301	0.173645	0.173640	4.512508e-06
0.032401	0.173639	0.173635	4.540396e-06
0.032501	0.173634	0.173629	4.568370e-06
0.032601	0.173628	0.173624	4.596429e-06
0.032701	0.173623	0.173618	4.624573e-06
0.032801	0.173617	0.173613	4.652802e-06
0.032901	0.173612	0.173607	4.681116e-06
0.033001	0.173606	0.173601	4.709515e-06
0.033101	0.173601	0.173596	4.737999e-06
0.033201	0.173595	0.173590	4.766568e-06
0.033301	0.173589	0.173584	4.795222e-06
0.033401	0.173584	0.173579	4.823961e-06
0.033501	0.173578	0.173573	4.852784e-06
0.033601	0.173572	0.173567	4.881693e-06
0.033701	0.173566	0.173562	4.910686e-06
0.033801	0.173561	0.173556	4.939764e-06
0.033901	0.173555	0.173550	4.968928e-06
0.034001	0.173549	0.173544	4.998176e-06
0.034101	0.173543	0.173538	5.027509e-06
0.034201	0.173538	0.173533	5.056926e-06
0.034301	0.173532	0.173527	5.086429e-06
0.034401	0.173526	0.173521	5.116016e-06
0.034501	0.173520	0.173515	5.145689e-06
0.034601	0.173514	0.173509	5.175446e-06
0.034701	0.173508	0.173503	5.205287e-06
0.034801	0.173502	0.173497	5.235214e-06
0.034901	0.173496	0.173491	5.265225e-06
0.035001	0.173490	0.173485	5.295321e-06
0.035101	0.173485	0.173479	5.325502e-06
0.035201	0.173479	0.173473	5.355768e-06
0.035301	0.173473	0.173467	5.386118e-06
0.035401	0.173467	0.173461	5.416553e-06
0.035501	0.173461	0.173455	5.447072e-06
0.035601	0.173454	0.173449	5.477677e-06
0.035701	0.173448	0.173443	5.508366e-06
0.035801	0.173442	0.173437	5.539139e-06
0.035901	0.173436	0.173431	5.569998e-06
0.036001	0.173430	0.173425	5.600940e-06
0.036101	0.173424	0.173418	5.631968e-06
0.036201	0.173418	0.173412	5.663080e-06
0.036301	0.173412	0.173406	5.694277e-06
0.036401	0.173406	0.173400	5.725558e-06
0.036501	0.173399	0.173394	5.756924e-06
0.036601	0.173393	0.173387	5.788374e-06
0.036701	0.173387	0.173381	5.819909e-06
0.036801	0.173381	0.173375	5.851529e-06
0.036901	0.173374	0.173368	5.883233e-06
0.037001	0.173368	0.173362	5.915021e-06
0.037101	0.173362	0.173356	5.946894e-06
0.037201	0.173355	0.173350	5.978852e-06
0.037301	0.173349	0.173343	6.010894e-06
0.037401	0.173343	0.173337	6.043020e-06
0.037501	0.173336	0.173330	6.075231e-06
0.037601	0.173330	0.173324	6.107526e-06
0.037701	0.173324	0.173318	6.139906e-06
0.037801	0.173317	0.173311	6.172370e-06
0.037901	0.173311	0.173305	6.204919e-06
0.038001	0.173304	0.173298	6.237551e-06
0.038101	0.173298	0.173292	6.270269e-06
0.038201	0.173291	0.173285	6.303070e-06
0.038301	0.173285	0.173279	6.335956e-06
0.038401	0.173278	0.173272	6.368927e-06
0.038501	0.173272	0.173265	6.401981e-06
0.038601	0.173265	0.173259	6.435120e-06
0.038701	0.173259	0.173252	6.468343e-06
0.038801	0.173252	0.173246	6.501651e-06
0.038901	0.173246	0.173239	6.535043e-06
0.039001	0.173239	0.173232	6.568519e-06
0.039101	0.173232	0.173226	6.602079e-06
0.039201	0.173226	0.173219	6.635723e-06
0.039301	0.173219	0.173212	6.669452e-06
0.039401	0.173212	0.173206	6.703265e-06
0.039501	0.173206	0.173199	6.737162e-06
0.039601	0.173199	0.173192	6.771143e-06
0.039701	0.173192	0.173185	6.805209e-06
0.039801	0.173185	0.173179	6.839358e-06
0.039901	0.173179	0.173172	6.873592e-06
0.040001	0.173172	0.173165	6.907910e-06
0.040101	0.173165	0.173158	6.942312e-06
0.040201	0.173158	0.173151	6.976798e-06
0.040301	0.173151	0.173144	7.011368e-06
0.040401	0.173144	0.173137	7.046022e-06
0.040501	0.173138	0.173131	7.080760e-06
0.040601	0.173131	0.173124	7.115582e-06
0.040701	0.173124	0.173117	7.150489e-06
0.040801	0.173117	0.173110	7.185479e-06
0.040901	0.173110	0.173103	7.220553e-06
0.041001	0.173103	0.173096	7.255712e-06
0.041101	0.173096	0.173089	7.290954e-06
0.041201	0.173089	0.173082	7.326280e-06
0.041301	0.173082	0.173075	7.361690e-06
0.041401	0.173075	0.173068	7.397185e-06
0.041501	0.173068	0.173061	7.432763e-06
0.041601	0.173061	0.173053	7.468425e-06
0.041701	0.173054	0.173046	7.504170e-06
0.041801	0.173047	0.173039	7.540000e-06
0.041901	0.173040	0.173032	7.575914e-06
0.042001	0.173032	0.173025	7.611911e-06
0.042101	0.173025	0.173018	7.647992e-06
0.042201	0.173018	0.173010	7.684157e-06
0.042301	0.173011	0.173003	7.720406e-06
0.042401	0.173004	0.172996	7.756739e-06
0.042501	0.172997	0.172989	7.793155e-06
0.042601	0.172989	0.172982	7.829656e-06
0.042701	0.172982	0.172974	7.866240e-06
0.042801	0.172975	0.172967	7.902907e-06
0.042901	0.172968	0.172960	7.939659e-06
0.043001	0.172960	0.172952	7.976494e-06
0.043101	0.172953	0.172945	8.013413e-06
0.043201	0.172946	0.172938	8.050415e-06
0.043301	0.172938	0.172930	8.087501e-06
0.043401	0.172931	0.172923	8.124671e-06
0.043501	0.172924	0.172915	8.161925e-06
0.043601	0.172916	0.172908	8.199262e-06
0.043701	0.172909	0.172901	8.236683e-06
0.043801	0.172901	0.172893	8.274187e-06
0.043901	0.172894	0.172886	8.311775e-06
0.044001	0.172886	0.172878	8.349446e-06
0.044101	0.172879	0.172871	8.387201e-06
0.044201	0.172871	0.172863	8.425040e-06
0.044301	0.172864	0.172855	8.462962e-06
0.044401	0.172856	0.172848	8.500967e-06
0.044501	0.172849	0.172840	8.539056e-06
0.044601	0.172841	0.172833	8.577229e-06
0.044701	0.172834	0.172825	8.615485e-06
0.044801	0.172826	0.172817	8.653824e-06
0.044901	0.172818	0.172810	8.692247e-06
0.045001	0.172811	0.172802	8.730753e-06
0.045101	0.172803	0.172794	8.769343e-06
0.045202	0.172796	0.172787	8.808016e-06
0.045302	0.172788	0.172779	8.846772e-06
0.045402	0.172780	0.172771	8.885612e-06
0.045502	0.172772	0.172763	8.924535e-06
0.045602	0.172765	0.172756	8.963542e-06
0.045702	0.172757	0.172748	9.002632e-06
0.045802	0.172749	0.172740	9.041805e-06
0.045902	0.172741	0.172732	9.081061e-06
0.046002	0.172734	0.172724	9.120401e-06
0.046102	0.172726	0.172717	9.159823e-06
0.046202	0.172718	0.172709	9.199330e-06
0.046302	0.172710	0.172701	9.238919e-06
0.046402	0.172702	0.172693	9.278591e-06
0.046502	0.172694	0.172685	9.318347e-06
0.046602	0.172686	0.172677	9.358186e-06
0.046702	0.172679	0.172669	9.398108e-06
0.046802	0.172671	0.172661	9.438113e-06
0.046902	0.172663	0.172653	9.478201e-06
0.047002	0.172655	0.172645	9.518373e-06
0.047102	0.172647	0.172637	9.558627e-06
0.047202	0.172639	0.172629	9.598965e-06
0.047302	0.172631	0.172621	9.639386e-06
0.047402	0.172623	0.172613	9.679889e-06
0.047502	0.172615	0.172605	9.720476e-06
0.047602	0.172606	0.172597	9.761146e-06
0.047702	0.172598	0.172589	9.801899e-06
0.047802	0.172590	0.172580	9.842734e-06
0.047902	0.172582	0.172572	9.883653e-06
0.048002	0.172574	0.172564	9.924655e-06
0.048102	0.172566	0.172556	9.965739e-06
0.048202	0.172558	0.172548	1.000691e-05
0.048302	0.172549	0.172539	1.004816e-05
0.048402	0.172541	0.172531	1.008949e-05
0.048502	0.172533	0.172523	1.013091e-05
0.048602	0.172525	0.172515	1.017241e-05
0.048702	0.172517	0.172506	1.021399e-05
0.048802	0.172508	0.172498	1.025565e-05
0.048902	0.172500	0.172490	1.029740e-05
0.049002	0.172492	0.172481	1.033923e-05
0.049102	0.172483	0.172473	1.038114e-05
0.049202	0.172475	0.172465	1.042314e-05
0.049302	0.172467	0.172456	1.046522e-05
0.049402	0.172458	0.172448	1.050738e-05
0.049502	0.172450	0.172439	1.054962e-05
0.049602	0.172442	0.172431	1.059195e-05
0.049702	0.172433	0.172422	1.063436e-05
0.049802	0.172425	0.172414	1.067685e-05
0.049902	0.172416	0.172405	1.071943e-05
0.050002	0.172408	0.172397	1.076208e-05
0.050102	0.172399	0.172388	1.080482e-05
0.050202	0.172391	0.172380	1.084765e-05
0.050302	0.172382	0.172371	1.089055e-05
0.050402	0.172374	0.172363	1.093354e-05
0.050502	0.172365	0.172354	1.097661e-05
0.050602	0.172357	0.172345	1.101976e-05
0.050702	0.172348	0.172337	1.106300e-05
0.050802	0.172339	0.172328	1.110632e-05
0.050902	0.172331	0.172320	1.114972e-05
0.051002	0.172322	0.172311	1.119320e-05
0.051102	0.172313	0.172302	1.123676e-05
0.051202	0.172305	0.172293	1.128041e-05
0.051302	0.172296	0.172285	1.132414e-05
0.051402	0.172287	0.172276	1.136795e-05
0.051502	0.172279	0.172267	1.141185e-05
0.051602	0.172270	0.172258	1.145583e-05
0.051702	0.172261	0.172250	1.149989e-05
0.051802	0.172252	0.172241	1.154403e-05
0.051902	0.172243	0.172232	1.158825e-05
0.052002	0.172235	0.172223	1.163256e-05
0.052102	0.172226	0.172214	1.167695e-05
0.052202	0.172217	0.172205	1.172142e-05
0.052302	0.172208	0.172196	1.176597e-05
0.052402	0.172199	0.172187	1.181061e-05
0.052502	0.172190	0.172178	1.185532e-05
0.052602	0.172181	0.172170	1.190012e-05
0.052702	0.172173	0.172161	1.194501e-05
0.052802	0.172164	0.172152	1.198997e-05
0.052902	0.172155	0.172143	1.203502e-05
0.053002	0.172146	0.172134	1.208015e-05
0.053102	0.172137	0.172125	1.212536e-05
0.053202	0.172128	0.172115	1.217065e-05
0.053302	0.172119	0.172106	1.221602e-05
0.053402	0.172110	0.172097	1.226148e-05
0.053502	0.172100	0.172088	1.230702e-05
0.053602	0.172091	0.172079	1.235264e-05
0.053702	0.172082	0.172070	1.239834e-05
0.053802	0.172073	0.172061	1.244413e-05
0.053902	0.172064	0.172052	1.248999e-05
0.054002	0.172055	0.172042	1.253594e-05
0.054102	0.172046	0.172033	1.258197e-05
0.054202	0.172037	0.172024	1.262809e-05
0.054302	0.172027	0.172015	1.267428e-05
0.054402	0.172018	0.172005	1.272056e-05
0.054502	0.172009	0.171996	1.276692e-05
0.054602	0.172000	0.171987	1.281336e-05
0.054702	0.171990	0.171978	1.285988e-05
0.054802	0.171981	0.171968	1.290648e-05
0.054902	0.171972	0.171959	1.295317e-05
0.055002	0.171962	0.171949	1.299993e-05
0.055102	0.171953	0.171940	1.304678e-05
0.055202	0.171944	0.171931	1.309371e-05
0.055302	0.171934	0.171921	1.314073e-05
0.055402	0.171925	0.171912	1.318782e-05
0.055502	0.171916	0.171902	1.323500e-05
0.055602	0.171906	0.171893	1.328225e-05
0.055702	0.171897	0.171883	1.332959e-05
0.055802	0.171887	0.171874	1.337701e-05
0.055902	0.171878	0.171864	1.342452e-05
0.056002	0.171868	0.171855	1.347210e-05
0.056102	0.171859	0.171845	1.351977e-05
0.056202	0.171849	0.171836	1.356751e-05
0.056302	0.171840	0.171826	1.361534e-05
0.056402	0.171830	0.171817	1.366325e-05
0.056502	0.171821	0.171807	1.371124e-05
0.056602	0.171811	0.171797	1.375932e-05
0.056702	0.171802	0.171788	1.380747e-05
0.056802	0.171792	0.171778	1.385571e-05
0.056902	0.171782	0.171768	1.390402e-05
0.057002	0.171773	0.171759	1.395242e-05
0.057102	0.171763	0.171749	1.400090e-05
0.057202	0.171753	0.171739	1.404946e-05
0.057302	0.171744	0.171730	1.409811e-05
0.057402	0.171734	0.171720	1.414683e-05
0.057502	0.171724	0.171710	1.419564e-05
0.057602	0.171714	0.171700	1.424452e-05
0.057702	0.171705	0.171690	1.429349e-05
0.057802	0.171695	0.171680	1.434254e-05
0.057902	0.171685	0.171671	1.439167e-05
0.058002	0.171675	0.171661	1.444088e-05
0.058102	0.171665	0.171651	1.449018e-05
0.058202	0.171656	0.171641	1.453955e-05
0.058302	0.171646	0.171631	1.458900e-05
0.058402	0.171636	0.171621	1.463854e-05
0.058502	0.171626	0.171611	1.468816e-05
0.058602	0.171616	0.171601	1.473786e-05
0.058702	0.171606	0.171591	1.478764e-05
0.058802	0.171596	0.171581	1.483750e-05
0.058902	0.171586	0.171571	1.488744e-05
0.059002	0.171576	0.171561	1.493746e-05
0.059102	0.171566	0.171551	1.498757e-05
0.059202	0.171556	0.171541	1.503775e-05
0.059302	0.171546	0.171531	1.508802e-05
0.059402	0.171536	0.171521	1.513836e-05
0.059502	0.171526	0.171511	1.518879e-05
0.059602	0.171516	0.171501	1.523930e-05
0.059702	0.171506	0.171490	1.528989e-05
0.059802	0.171496	0.171480	1.534056e-05
0.059902	0.171485	0.171470	1.539131e-05
0.060002	0.171475	0.171460	1.544214e-05
0.060102	0.171465	0.171450	1.549305e-05
0.060202	0.171455	0.171439	1.554405e-05
0.060302	0.171445	0.171429	1.559512e-05
0.060402	0.171435	0.171419	1.564628e-05
