# Comparação: Solução Numérica vs Solução Analítica
# θ₀ = 1.5708 rad (90.0 graus)
# t(s)	theta_num(rad)	theta_anal(rad)	diferenca(rad)
0.596820	-0.021523	-0.461948	4.404246e-01
0.596920	-0.021966	-0.462418	4.404519e-01
0.597020	-0.022409	-0.462888	4.404792e-01
0.597120	-0.022852	-0.463359	4.405064e-01
0.597220	-0.023295	-0.463829	4.405336e-01
0.597320	-0.023738	-0.464299	4.405607e-01
0.597420	-0.024181	-0.464769	4.405879e-01
0.597520	-0.024624	-0.465239	4.406149e-01
0.597620	-0.025067	-0.465709	4.406419e-01
0.597720	-0.025509	-0.466178	4.406689e-01
0.597820	-0.025952	-0.466648	4.406958e-01
0.597920	-0.026395	-0.467118	4.407227e-01
0.598020	-0.026838	-0.467588	4.407496e-01
0.598120	-0.027281	-0.468057	4.407764e-01
0.598220	-0.027724	-0.468527	4.408031e-01
0.598320	-0.028167	-0.468997	4.408298e-01
0.598420	-0.028610	-0.469466	4.408565e-01
0.598520	-0.029053	-0.469936	4.408831e-01
0.598620	-0.029495	-0.470405	4.409097e-01
0.598720	-0.029938	-0.470874	4.409362e-01
0.598820	-0.030381	-0.471344	4.409627e-01
0.598920	-0.030824	-0.471813	4.409892e-01
0.599020	-0.031267	-0.472282	4.410156e-01
0.599120	-0.031710	-0.472752	4.410420e-01
0.599220	-0.032152	-0.473221	4.410683e-01
0.599320	-0.032595	-0.473690	4.410946e-01
0.599420	-0.033038	-0.474159	4.411208e-01
0.599520	-0.033481	-0.474628	4.411470e-01
0.599620	-0.033924	-0.475097	4.411731e-01
0.599720	-0.034367	-0.475566	4.411993e-01
0.599820	-0.034810	-0.476035	4.412253e-01
0.599920	-0.035252	-0.476504	4.412513e-01
0.600020	-0.035695	-0.476972	4.412773e-01
0.600120	-0.036138	-0.477441	4.413032e-01
0.600220	-0.036581	-0.477910	4.413291e-01
0.600320	-0.037024	-0.478379	4.413550e-01
0.600420	-0.037466	-0.478847	4.413808e-01
0.600520	-0.037909	-0.479316	4.414065e-01
0.600620	-0.038352	-0.479784	4.414323e-01
0.600720	-0.038795	-0.480253	4.414579e-01
0.600820	-0.039238	-0.480721	4.414836e-01
0.600920	-0.039680	-0.481190	4.415092e-01
0.601020	-0.040123	-0.481658	4.415347e-01
0.601120	-0.040566	-0.482126	4.415602e-01
0.601220	-0.041009	-0.482594	4.415857e-01
0.601320	-0.041451	-0.483063	4.416111e-01
0.601420	-0.041894	-0.483531	4.416364e-01
0.601520	-0.042337	-0.483999	4.416618e-01
0.601620	-0.042780	-0.484467	4.416871e-01
0.601720	-0.043223	-0.484935	4.417123e-01
0.601820	-0.043665	-0.485403	4.417375e-01
0.601920	-0.044108	-0.485871	4.417626e-01
0.602020	-0.044551	-0.486339	4.417878e-01
0.602120	-0.044993	-0.486806	4.418128e-01
0.602220	-0.045436	-0.487274	4.418378e-01
0.602320	-0.045879	-0.487742	4.418628e-01
0.602420	-0.046322	-0.488209	4.418878e-01
0.602520	-0.046764	-0.488677	4.419127e-01
0.602620	-0.047207	-0.489145	4.419375e-01
0.602720	-0.047650	-0.489612	4.419623e-01
0.602820	-0.048093	-0.490080	4.419871e-01
0.602920	-0.048535	-0.490547	4.420118e-01
0.603020	-0.048978	-0.491014	4.420365e-01
0.603120	-0.049421	-0.491482	4.420611e-01
0.603220	-0.049863	-0.491949	4.420857e-01
0.603320	-0.050306	-0.492416	4.421102e-01
0.603420	-0.050749	-0.492883	4.421348e-01
0.603520	-0.051191	-0.493351	4.421592e-01
0.603620	-0.051634	-0.493818	4.421836e-01
0.603720	-0.052077	-0.494285	4.422080e-01
0.603820	-0.052519	-0.494752	4.422323e-01
0.603920	-0.052962	-0.495219	4.422566e-01
0.604020	-0.053405	-0.495685	4.422809e-01
0.604120	-0.053847	-0.496152	4.423051e-01
0.604220	-0.054290	-0.496619	4.423292e-01
0.604320	-0.054733	-0.497086	4.423533e-01
0.604420	-0.055175	-0.497553	4.423774e-01
0.604520	-0.055618	-0.498019	4.424014e-01
0.604620	-0.056060	-0.498486	4.424254e-01
0.604720	-0.056503	-0.498952	4.424493e-01
0.604820	-0.056946	-0.499419	4.424732e-01
0.604920	-0.057388	-0.499885	4.424971e-01
0.605020	-0.057831	-0.500352	4.425209e-01
0.605120	-0.058273	-0.500818	4.425447e-01
0.605220	-0.058716	-0.501284	4.425684e-01
0.605320	-0.059159	-0.501751	4.425921e-01
0.605420	-0.059601	-0.502217	4.426157e-01
0.605520	-0.060044	-0.502683	4.426393e-01
0.605620	-0.060486	-0.503149	4.426628e-01
0.605720	-0.060929	-0.503615	4.426864e-01
0.605820	-0.061371	-0.504081	4.427098e-01
0.605920	-0.061814	-0.504547	4.427332e-01
0.606020	-0.062256	-0.505013	4.427566e-01
0.606120	-0.062699	-0.505479	4.427799e-01
0.606220	-0.063141	-0.505945	4.428032e-01
0.606320	-0.063584	-0.506410	4.428265e-01
0.606420	-0.064026	-0.506876	4.428497e-01
0.606520	-0.064469	-0.507342	4.428728e-01
0.606620	-0.064911	-0.507807	4.428959e-01
0.606720	-0.065354	-0.508273	4.429190e-01
0.606820	-0.065796	-0.508738	4.429420e-01
0.606920	-0.066239	-0.509204	4.429650e-01
0.607020	-0.066681	-0.509669	4.429880e-01
0.607120	-0.067124	-0.510135	4.430109e-01
0.607220	-0.067566	-0.510600	4.430337e-01
0.607320	-0.068009	-0.511065	4.430565e-01
0.607420	-0.068451	-0.511530	4.430793e-01
0.607520	-0.068894	-0.511996	4.431020e-01
0.607620	-0.069336	-0.512461	4.431247e-01
0.607720	-0.069778	-0.512926	4.431473e-01
0.607820	-0.070221	-0.513391	4.431699e-01
0.607920	-0.070663	-0.513856	4.431925e-01
0.608020	-0.071106	-0.514321	4.432150e-01
0.608120	-0.071548	-0.514786	4.432374e-01
0.608220	-0.071990	-0.515250	4.432599e-01
0.608320	-0.072433	-0.515715	4.432822e-01
0.608420	-0.072875	-0.516180	4.433046e-01
0.608520	-0.073318	-0.516644	4.433269e-01
0.608620	-0.073760	-0.517109	4.433491e-01
0.608720	-0.074202	-0.517574	4.433713e-01
0.608820	-0.074645	-0.518038	4.433935e-01
0.608920	-0.075087	-0.518503	4.434156e-01
0.609020	-0.075529	-0.518967	4.434376e-01
0.609120	-0.075972	-0.519431	4.434597e-01
0.609220	-0.076414	-0.519896	4.434817e-01
0.609320	-0.076856	-0.520360	4.435036e-01
0.609420	-0.077299	-0.520824	4.435255e-01
0.609520	-0.077741	-0.521288	4.435473e-01
0.609620	-0.078183	-0.521752	4.435692e-01
0.609720	-0.078625	-0.522216	4.435909e-01
0.609820	-0.079068	-0.522680	4.436126e-01
0.609920	-0.079510	-0.523144	4.436343e-01
0.610020	-0.079952	-0.523608	4.436560e-01
0.610120	-0.080394	-0.524072	4.436775e-01
0.610220	-0.080837	-0.524536	4.436991e-01
0.610320	-0.081279	-0.525000	4.437206e-01
0.610420	-0.081721	-0.525463	4.437421e-01
0.610520	-0.082163	-0.525927	4.437635e-01
0.610620	-0.082606	-0.526390	4.437849e-01
0.610720	-0.083048	-0.526854	4.438062e-01
0.610820	-0.083490	-0.527317	4.438275e-01
0.610920	-0.083932	-0.527781	4.438487e-01
0.611020	-0.084374	-0.528244	4.438699e-01
0.611120	-0.084817	-0.528708	4.438911e-01
0.611220	-0.085259	-0.529171	4.439122e-01
0.611320	-0.085701	-0.529634	4.439333e-01
0.611420	-0.086143	-0.530097	4.439543e-01
0.611520	-0.086585	-0.530560	4.439753e-01
0.611620	-0.087027	-0.531023	4.439962e-01
0.611720	-0.087469	-0.531486	4.440171e-01
0.611820	-0.087911	-0.531949	4.440379e-01
0.611920	-0.088354	-0.532412	4.440588e-01
0.612020	-0.088796	-0.532875	4.440795e-01
0.612120	-0.089238	-0.533338	4.441002e-01
0.612220	-0.089680	-0.533801	4.441209e-01
0.612320	-0.090122	-0.534263	4.441416e-01
0.612420	-0.090564	-0.534726	4.441621e-01
0.612520	-0.091006	-0.535189	4.441827e-01
0.612620	-0.091448	-0.535651	4.442032e-01
0.612720	-0.091890	-0.536114	4.442236e-01
0.612820	-0.092332	-0.536576	4.442441e-01
0.612920	-0.092774	-0.537038	4.442644e-01
0.613020	-0.093216	-0.537501	4.442848e-01
0.613120	-0.093658	-0.537963	4.443051e-01
0.613220	-0.094100	-0.538425	4.443253e-01
0.613320	-0.094542	-0.538888	4.443455e-01
0.613420	-0.094984	-0.539350	4.443656e-01
0.613520	-0.095426	-0.539812	4.443858e-01
0.613620	-0.095868	-0.540274	4.444058e-01
0.613720	-0.096310	-0.540736	4.444258e-01
0.613820	-0.096752	-0.541198	4.444458e-01
0.613920	-0.097194	-0.541659	4.444658e-01
0.614020	-0.097636	-0.542121	4.444857e-01
0.614120	-0.098077	-0.542583	4.445055e-01
0.614220	-0.098519	-0.543045	4.445253e-01
0.614320	-0.098961	-0.543506	4.445451e-01
0.614420	-0.099403	-0.543968	4.445648e-01
0.614520	-0.099845	-0.544429	4.445845e-01
0.614620	-0.100287	-0.544891	4.446041e-01
0.614720	-0.100729	-0.545352	4.446237e-01
0.614820	-0.101170	-0.545814	4.446432e-01
0.614920	-0.101612	-0.546275	4.446627e-01
0.615020	-0.102054	-0.546736	4.446822e-01
0.615120	-0.102496	-0.547198	4.447016e-01
0.615220	-0.102938	-0.547659	4.447210e-01
0.615320	-0.103379	-0.548120	4.447403e-01
0.615420	-0.103821	-0.548581	4.447596e-01
0.615520	-0.104263	-0.549042	4.447788e-01
0.615620	-0.104705	-0.549503	4.447980e-01
0.615720	-0.105147	-0.549964	4.448171e-01
0.615820	-0.105588	-0.550424	4.448363e-01
0.615920	-0.106030	-0.550885	4.448553e-01
0.616020	-0.106472	-0.551346	4.448743e-01
0.616120	-0.106913	-0.551807	4.448933e-01
0.616220	-0.107355	-0.552267	4.449122e-01
0.616320	-0.107797	-0.552728	4.449311e-01
0.616420	-0.108238	-0.553188	4.449500e-01
0.616520	-0.108680	-0.553649	4.449688e-01
0.616620	-0.109122	-0.554109	4.449875e-01
0.616720	-0.109563	-0.554570	4.450062e-01
0.616821	-0.110005	-0.555030	4.450249e-01
0.616921	-0.110447	-0.555490	4.450435e-01
0.617021	-0.110888	-0.555950	4.450621e-01
0.617121	-0.111330	-0.556410	4.450807e-01
0.617221	-0.111771	-0.556871	4.450992e-01
0.617321	-0.112213	-0.557331	4.451176e-01
0.617421	-0.112654	-0.557790	4.451360e-01
0.617521	-0.113096	-0.558250	4.451544e-01
0.617621	-0.113538	-0.558710	4.451727e-01
0.617721	-0.113979	-0.559170	4.451910e-01
0.617821	-0.114421	-0.559630	4.452092e-01
0.617921	-0.114862	-0.560090	4.452274e-01
0.618021	-0.115304	-0.560549	4.452456e-01
0.618121	-0.115745	-0.561009	4.452637e-01
0.618221	-0.116187	-0.561468	4.452817e-01
0.618321	-0.116628	-0.561928	4.452997e-01
0.618421	-0.117069	-0.562387	4.453177e-01
0.618521	-0.117511	-0.562847	4.453356e-01
0.618621	-0.117952	-0.563306	4.453535e-01
0.618721	-0.118394	-0.563765	4.453713e-01
0.618821	-0.118835	-0.564224	4.453891e-01
0.618921	-0.119277	-0.564683	4.454069e-01
0.619021	-0.119718	-0.565142	4.454246e-01
0.619121	-0.120159	-0.565602	4.454423e-01
0.619221	-0.120601	-0.566060	4.454599e-01
0.619321	-0.121042	-0.566519	4.454775e-01
0.619421	-0.121483	-0.566978	4.454950e-01
0.619521	-0.121925	-0.567437	4.455125e-01
0.619621	-0.122366	-0.567896	4.455299e-01
0.619721	-0.122807	-0.568355	4.455473e-01
0.619821	-0.123248	-0.568813	4.455647e-01
0.619921	-0.123690	-0.569272	4.455820e-01
0.620021	-0.124131	-0.569730	4.455993e-01
0.620121	-0.124572	-0.570189	4.456165e-01
0.620221	-0.125013	-0.570647	4.456337e-01
0.620321	-0.125455	-0.571106	4.456508e-01
0.620421	-0.125896	-0.571564	4.456679e-01
0.620521	-0.126337	-0.572022	4.456850e-01
0.620621	-0.126778	-0.572480	4.457020e-01
0.620721	-0.127219	-0.572938	4.457190e-01
0.620821	-0.127661	-0.573397	4.457359e-01
0.620921	-0.128102	-0.573855	4.457528e-01
0.621021	-0.128543	-0.574312	4.457696e-01
0.621121	-0.128984	-0.574770	4.457864e-01
0.621221	-0.129425	-0.575228	4.458031e-01
0.621321	-0.129866	-0.575686	4.458198e-01
0.621421	-0.130307	-0.576144	4.458365e-01
0.621521	-0.130748	-0.576601	4.458531e-01
0.621621	-0.131189	-0.577059	4.458697e-01
0.621721	-0.131630	-0.577517	4.458862e-01
0.621821	-0.132072	-0.577974	4.459027e-01
0.621921	-0.132513	-0.578432	4.459191e-01
0.622021	-0.132954	-0.578889	4.459355e-01
0.622121	-0.133395	-0.579346	4.459519e-01
0.622221	-0.133836	-0.579804	4.459682e-01
0.622321	-0.134276	-0.580261	4.459844e-01
0.622421	-0.134717	-0.580718	4.460007e-01
0.622521	-0.135158	-0.581175	4.460168e-01
0.622621	-0.135599	-0.581632	4.460330e-01
0.622721	-0.136040	-0.582089	4.460491e-01
0.622821	-0.136481	-0.582546	4.460651e-01
0.622921	-0.136922	-0.583003	4.460811e-01
0.623021	-0.137363	-0.583460	4.460971e-01
0.623121	-0.137804	-0.583917	4.461130e-01
0.623221	-0.138245	-0.584373	4.461289e-01
0.623321	-0.138685	-0.584830	4.461447e-01
0.623421	-0.139126	-0.585287	4.461605e-01
0.623521	-0.139567	-0.585743	4.461762e-01
0.623621	-0.140008	-0.586200	4.461919e-01
0.623721	-0.140449	-0.586656	4.462076e-01
0.623821	-0.140889	-0.587113	4.462232e-01
0.623921	-0.141330	-0.587569	4.462387e-01
0.624021	-0.141771	-0.588025	4.462542e-01
0.624121	-0.142212	-0.588481	4.462697e-01
0.624221	-0.142652	-0.588937	4.462851e-01
0.624321	-0.143093	-0.589394	4.463005e-01
0.624421	-0.143534	-0.589850	4.463159e-01
0.624521	-0.143974	-0.590306	4.463312e-01
0.624621	-0.144415	-0.590761	4.463464e-01
0.624721	-0.144856	-0.591217	4.463617e-01
0.624821	-0.145296	-0.591673	4.463768e-01
0.624921	-0.145737	-0.592129	4.463919e-01
0.625021	-0.146178	-0.592585	4.464070e-01
0.625121	-0.146618	-0.593040	4.464221e-01
0.625221	-0.147059	-0.593496	4.464371e-01
0.625321	-0.147499	-0.593951	4.464520e-01
0.625421	-0.147940	-0.594407	4.464669e-01
0.625521	-0.148380	-0.594862	4.464818e-01
0.625621	-0.148821	-0.595317	4.464966e-01
0.625721	-0.149261	-0.595773	4.465114e-01
0.625821	-0.149702	-0.596228	4.465261e-01
0.625921	-0.150142	-0.596683	4.465408e-01
0.626021	-0.150583	-0.597138	4.465554e-01
0.626121	-0.151023	-0.597593	4.465700e-01
0.626221	-0.151464	-0.598048	4.465846e-01
0.626321	-0.151904	-0.598503	4.465991e-01
0.626421	-0.152344	-0.598958	4.466136e-01
0.626521	-0.152785	-0.599413	4.466280e-01
0.626621	-0.153225	-0.599867	4.466424e-01
0.626721	-0.153665	-0.600322	4.466567e-01
0.626821	-0.154106	-0.600777	4.466710e-01
0.626921	-0.154546	-0.601231	4.466852e-01
0.627021	-0.154986	-0.601686	4.466994e-01
0.627121	-0.155427	-0.602140	4.467136e-01
0.627221	-0.155867	-0.602595	4.467277e-01
0.627321	-0.156307	-0.603049	4.467418e-01
0.627421	-0.156747	-0.603503	4.467558e-01
0.627521	-0.157188	-0.603958	4.467698e-01
0.627621	-0.157628	-0.604412	4.467837e-01
0.627721	-0.158068	-0.604866	4.467976e-01
0.627821	-0.158508	-0.605320	4.468115e-01
0.627921	-0.158948	-0.605774	4.468253e-01
0.628021	-0.159389	-0.606228	4.468391e-01
0.628121	-0.159829	-0.606682	4.468528e-01
0.628221	-0.160269	-0.607135	4.468665e-01
0.628321	-0.160709	-0.607589	4.468801e-01
0.628421	-0.161149	-0.608043	4.468937e-01
0.628521	-0.161589	-0.608496	4.469072e-01
0.628621	-0.162029	-0.608950	4.469207e-01
0.628721	-0.162469	-0.609403	4.469342e-01
0.628821	-0.162909	-0.609857	4.469476e-01
0.628921	-0.163349	-0.610310	4.469610e-01
0.629021	-0.163789	-0.610764	4.469743e-01
0.629121	-0.164229	-0.611217	4.469876e-01
0.629221	-0.164669	-0.611670	4.470008e-01
0.629321	-0.165109	-0.612123	4.470140e-01
0.629421	-0.165549	-0.612576	4.470272e-01
0.629521	-0.165989	-0.613029	4.470403e-01
0.629621	-0.166429	-0.613482	4.470533e-01
0.629721	-0.166869	-0.613935	4.470664e-01
0.629821	-0.167309	-0.614388	4.470793e-01
0.629921	-0.167748	-0.614841	4.470923e-01
0.630021	-0.168188	-0.615293	4.471052e-01
0.630121	-0.168628	-0.615746	4.471180e-01
0.630221	-0.169068	-0.616199	4.471308e-01
0.630321	-0.169508	-0.616651	4.471436e-01
0.630421	-0.169947	-0.617104	4.471563e-01
0.630521	-0.170387	-0.617556	4.471689e-01
0.630621	-0.170827	-0.618009	4.471816e-01
0.630721	-0.171267	-0.618461	4.471941e-01
0.630821	-0.171706	-0.618913	4.472067e-01
0.630921	-0.172146	-0.619365	4.472192e-01
0.631021	-0.172586	-0.619817	4.472316e-01
0.631121	-0.173025	-0.620269	4.472440e-01
0.631221	-0.173465	-0.620721	4.472564e-01
0.631321	-0.173905	-0.621173	4.472687e-01
0.631421	-0.174344	-0.621625	4.472810e-01
0.631521	-0.174784	-0.622077	4.472932e-01
0.631621	-0.175223	-0.622529	4.473054e-01
0.631721	-0.175663	-0.622980	4.473175e-01
0.631821	-0.176102	-0.623432	4.473296e-01
0.631921	-0.176542	-0.623884	4.473417e-01
0.632021	-0.176981	-0.624335	4.473537e-01
0.632121	-0.177421	-0.624787	4.473656e-01
0.632221	-0.177860	-0.625238	4.473775e-01
0.632321	-0.178300	-0.625689	4.473894e-01
0.632421	-0.178739	-0.626141	4.474013e-01
0.632521	-0.179179	-0.626592	4.474130e-01
0.632621	-0.179618	-0.627043	4.474248e-01
0.632721	-0.180057	-0.627494	4.474365e-01
0.632821	-0.180497	-0.627945	4.474481e-01
0.632921	-0.180936	-0.628396	4.474597e-01
0.633021	-0.181375	-0.628847	4.474713e-01
0.633121	-0.181815	-0.629298	4.474828e-01
0.633221	-0.182254	-0.629748	4.474943e-01
0.633321	-0.182693	-0.630199	4.475058e-01
0.633421	-0.183133	-0.630650	4.475171e-01
0.633521	-0.183572	-0.631100	4.475285e-01
0.633621	-0.184011	-0.631551	4.475398e-01
0.633721	-0.184450	-0.632001	4.475511e-01
0.633821	-0.184889	-0.632452	4.475623e-01
0.633921	-0.185329	-0.632902	4.475734e-01
0.634021	-0.185768	-0.633352	4.475846e-01
0.634121	-0.186207	-0.633802	4.475957e-01
0.634221	-0.186646	-0.634253	4.476067e-01
0.634321	-0.187085	-0.634703	4.476177e-01
0.634421	-0.187524	-0.635153	4.476286e-01
0.634521	-0.187963	-0.635603	4.476396e-01
0.634621	-0.188402	-0.636053	4.476504e-01
0.634721	-0.188841	-0.636502	4.476612e-01
0.634821	-0.189280	-0.636952	4.476720e-01
0.634921	-0.189719	-0.637402	4.476827e-01
0.635021	-0.190158	-0.637851	4.476934e-01
0.635121	-0.190597	-0.638301	4.477041e-01
0.635221	-0.191036	-0.638751	4.477147e-01
0.635321	-0.191475	-0.639200	4.477252e-01
0.635421	-0.191914	-0.639649	4.477357e-01
0.635521	-0.192353	-0.640099	4.477462e-01
0.635621	-0.192791	-0.640548	4.477566e-01
0.635721	-0.193230	-0.640997	4.477670e-01
0.635821	-0.193669	-0.641446	4.477773e-01
0.635921	-0.194108	-0.641895	4.477876e-01
0.636021	-0.194547	-0.642345	4.477979e-01
0.636121	-0.194985	-0.642793	4.478081e-01
0.636221	-0.195424	-0.643242	4.478182e-01
0.636321	-0.195863	-0.643691	4.478284e-01
0.636421	-0.196302	-0.644140	4.478384e-01
0.636521	-0.196740	-0.644589	4.478485e-01
0.636621	-0.197179	-0.645037	4.478584e-01
0.636721	-0.197617	-0.645486	4.478684e-01
0.636821	-0.198056	-0.645934	4.478783e-01
0.636921	-0.198495	-0.646383	4.478881e-01
0.637021	-0.198933	-0.646831	4.478979e-01
0.637121	-0.199372	-0.647280	4.479077e-01
0.637221	-0.199810	-0.647728	4.479174e-01
0.637321	-0.200249	-0.648176	4.479271e-01
0.637421	-0.200687	-0.648624	4.479367e-01
0.637521	-0.201126	-0.649072	4.479463e-01
0.637621	-0.201564	-0.649520	4.479558e-01
0.637721	-0.202003	-0.649968	4.479653e-01
0.637821	-0.202441	-0.650416	4.479748e-01
0.637921	-0.202880	-0.650864	4.479842e-01
0.638021	-0.203318	-0.651312	4.479936e-01
0.638121	-0.203756	-0.651759	4.480029e-01
0.638221	-0.204195	-0.652207	4.480122e-01
0.638321	-0.204633	-0.652654	4.480214e-01
0.638421	-0.205071	-0.653102	4.480306e-01
0.638521	-0.205510	-0.653549	4.480397e-01
0.638621	-0.205948	-0.653997	4.480488e-01
0.638721	-0.206386	-0.654444	4.480579e-01
0.638821	-0.206824	-0.654891	4.480669e-01
0.638921	-0.207263	-0.655338	4.480759e-01
0.639021	-0.207701	-0.655786	4.480848e-01
0.639121	-0.208139	-0.656233	4.480937e-01
0.639221	-0.208577	-0.656680	4.481025e-01
0.639321	-0.209015	-0.657126	4.481113e-01
0.639421	-0.209453	-0.657573	4.481201e-01
0.639521	-0.209891	-0.658020	4.481288e-01
0.639621	-0.210329	-0.658467	4.481374e-01
0.639721	-0.210767	-0.658913	4.481460e-01
0.639821	-0.211205	-0.659360	4.481546e-01
0.639921	-0.211643	-0.659807	4.481631e-01
0.640021	-0.212081	-0.660253	4.481716e-01
0.640121	-0.212519	-0.660699	4.481801e-01
0.640221	-0.212957	-0.661146	4.481885e-01
0.640321	-0.213395	-0.661592	4.481968e-01
0.640421	-0.213833	-0.662038	4.482051e-01
0.640521	-0.214271	-0.662484	4.482134e-01
0.640621	-0.214709	-0.662930	4.482216e-01
0.640721	-0.215147	-0.663376	4.482298e-01
0.640821	-0.215585	-0.663822	4.482379e-01
0.640921	-0.216022	-0.664268	4.482460e-01
0.641021	-0.216460	-0.664714	4.482540e-01
0.641121	-0.216898	-0.665160	4.482620e-01
0.641221	-0.217336	-0.665606	4.482700e-01
0.641321	-0.217773	-0.666051	4.482779e-01
0.641421	-0.218211	-0.666497	4.482858e-01
0.641521	-0.218649	-0.666942	4.482936e-01
0.641621	-0.219086	-0.667388	4.483014e-01
0.641721	-0.219524	-0.667833	4.483091e-01
0.641821	-0.219962	-0.668278	4.483168e-01
0.641921	-0.220399	-0.668724	4.483244e-01
0.642021	-0.220837	-0.669169	4.483320e-01
0.642121	-0.221274	-0.669614	4.483396e-01
0.642221	-0.221712	-0.670059	4.483471e-01
0.642321	-0.222149	-0.670504	4.483546e-01
0.642421	-0.222587	-0.670949	4.483620e-01
0.642521	-0.223024	-0.671393	4.483694e-01
0.642621	-0.223462	-0.671838	4.483767e-01
0.642721	-0.223899	-0.672283	4.483840e-01
0.642821	-0.224336	-0.672728	4.483912e-01
0.642921	-0.224774	-0.673172	4.483984e-01
0.643021	-0.225211	-0.673617	4.484056e-01
0.643121	-0.225648	-0.674061	4.484127e-01
0.643221	-0.226086	-0.674505	4.484198e-01
0.643321	-0.226523	-0.674950	4.484268e-01
0.643421	-0.226960	-0.675394	4.484338e-01
0.643521	-0.227397	-0.675838	4.484407e-01
0.643621	-0.227835	-0.676282	4.484476e-01
0.643721	-0.228272	-0.676726	4.484545e-01
0.643821	-0.228709	-0.677170	4.484613e-01
0.643921	-0.229146	-0.677614	4.484680e-01
0.644021	-0.229583	-0.678058	4.484748e-01
0.644121	-0.230020	-0.678502	4.484814e-01
0.644221	-0.230457	-0.678945	4.484881e-01
0.644321	-0.230894	-0.679389	4.484946e-01
0.644421	-0.231332	-0.679833	4.485012e-01
0.644521	-0.231769	-0.680276	4.485077e-01
0.644621	-0.232206	-0.680720	4.485141e-01
0.644721	-0.232642	-0.681163	4.485205e-01
0.644821	-0.233079	-0.681606	4.485269e-01
0.644921	-0.233516	-0.682050	4.485332e-01
0.645021	-0.233953	-0.682493	4.485395e-01
0.645121	-0.234390	-0.682936	4.485457e-01
0.645221	-0.234827	-0.683379	4.485519e-01
0.645321	-0.235264	-0.683822	4.485581e-01
0.645421	-0.235701	-0.684265	4.485642e-01
0.645521	-0.236137	-0.684708	4.485702e-01
0.645621	-0.236574	-0.685150	4.485762e-01
0.645721	-0.237011	-0.685593	4.485822e-01
0.645821	-0.237448	-0.686036	4.485881e-01
0.645921	-0.237884	-0.686478	4.485940e-01
0.646021	-0.238321	-0.686921	4.485998e-01
0.646121	-0.238758	-0.687363	4.486056e-01
0.646221	-0.239194	-0.687806	4.486113e-01
0.646321	-0.239631	-0.688248	4.486171e-01
0.646421	-0.240067	-0.688690	4.486227e-01
0.646521	-0.240504	-0.689132	4.486283e-01
0.646621	-0.240940	-0.689574	4.486339e-01
0.646721	-0.241377	-0.690016	4.486394e-01
0.646822	-0.241813	-0.690458	4.486449e-01
0.646922	-0.242250	-0.690900	4.486503e-01
0.647022	-0.242686	-0.691342	4.486557e-01
0.647122	-0.243123	-0.691784	4.486611e-01
0.647222	-0.243559	-0.692225	4.486664e-01
0.647322	-0.243995	-0.692667	4.486716e-01
0.647422	-0.244432	-0.693109	4.486768e-01
0.647522	-0.244868	-0.693550	4.486820e-01
0.647622	-0.245304	-0.693992	4.486871e-01
0.647722	-0.245741	-0.694433	4.486922e-01
0.647822	-0.246177	-0.694874	4.486972e-01
0.647922	-0.246613	-0.695315	4.487022e-01
0.648022	-0.247049	-0.695757	4.487072e-01
0.648122	-0.247485	-0.696198	4.487121e-01
0.648222	-0.247922	-0.696639	4.487169e-01
0.648322	-0.248358	-0.697080	4.487218e-01
0.648422	-0.248794	-0.697520	4.487265e-01
0.648522	-0.249230	-0.697961	4.487313e-01
0.648622	-0.249666	-0.698402	4.487359e-01
0.648722	-0.250102	-0.698843	4.487406e-01
0.648822	-0.250538	-0.699283	4.487452e-01
0.648922	-0.250974	-0.699724	4.487497e-01
0.649022	-0.251410	-0.700164	4.487542e-01
0.649122	-0.251846	-0.700605	4.487587e-01
0.649222	-0.252282	-0.701045	4.487631e-01
0.649322	-0.252718	-0.701485	4.487675e-01
0.649422	-0.253154	-0.701925	4.487718e-01
0.649522	-0.253589	-0.702365	4.487761e-01
0.649622	-0.254025	-0.702805	4.487803e-01
0.649722	-0.254461	-0.703245	4.487845e-01
0.649822	-0.254897	-0.703685	4.487887e-01
0.649922	-0.255332	-0.704125	4.487928e-01
0.650022	-0.255768	-0.704565	4.487968e-01
0.650122	-0.256204	-0.705005	4.488009e-01
0.650222	-0.256639	-0.705444	4.488048e-01
0.650322	-0.257075	-0.705884	4.488088e-01
0.650422	-0.257511	-0.706323	4.488126e-01
0.650522	-0.257946	-0.706763	4.488165e-01
0.650622	-0.258382	-0.707202	4.488203e-01
0.650722	-0.258817	-0.707641	4.488240e-01
0.650822	-0.259253	-0.708081	4.488277e-01
0.650922	-0.259688	-0.708520	4.488314e-01
0.651022	-0.260124	-0.708959	4.488350e-01
0.651122	-0.260559	-0.709398	4.488386e-01
0.651222	-0.260995	-0.709837	4.488421e-01
0.651322	-0.261430	-0.710276	4.488456e-01
0.651422	-0.261865	-0.710714	4.488491e-01
0.651522	-0.262301	-0.711153	4.488525e-01
0.651622	-0.262736	-0.711592	4.488558e-01
0.651722	-0.263171	-0.712030	4.488591e-01
0.651822	-0.263607	-0.712469	4.488624e-01
0.651922	-0.264042	-0.712907	4.488656e-01
0.652022	-0.264477	-0.713346	4.488688e-01
0.652122	-0.264912	-0.713784	4.488719e-01
0.652222	-0.265347	-0.714222	4.488750e-01
0.652322	-0.265782	-0.714661	4.488780e-01
