# Comparação: Solução Numérica vs Solução Analítica
# θ₀ = 1.5708 rad (90.0 graus)
# t(s)	theta_num(rad)	theta_anal(rad)	diferenca(rad)
0.014800	1.569722	1.569109	6.129971e-04
0.014900	1.569707	1.569086	6.213047e-04
0.015000	1.569693	1.569063	6.296681e-04
0.015101	1.569678	1.569040	6.380874e-04
0.015201	1.569663	1.569016	6.465624e-04
0.015301	1.569648	1.568993	6.550933e-04
0.015401	1.569633	1.568969	6.636800e-04
0.015501	1.569618	1.568945	6.723226e-04
0.015601	1.569603	1.568922	6.810209e-04
0.015701	1.569587	1.568897	6.897751e-04
0.015801	1.569572	1.568873	6.985851e-04
0.015901	1.569556	1.568849	7.074508e-04
0.016001	1.569541	1.568824	7.163724e-04
0.016101	1.569525	1.568799	7.253498e-04
0.016201	1.569509	1.568775	7.343830e-04
0.016301	1.569493	1.568750	7.434720e-04
0.016401	1.569477	1.568724	7.526168e-04
0.016501	1.569461	1.568699	7.618174e-04
0.016601	1.569445	1.568674	7.710738e-04
0.016701	1.569428	1.568648	7.803860e-04
0.016801	1.569412	1.568622	7.897540e-04
0.016901	1.569395	1.568596	7.991777e-04
0.017001	1.569379	1.568570	8.086573e-04
0.017101	1.569362	1.568544	8.181926e-04
0.017201	1.569345	1.568517	8.277837e-04
0.017301	1.569328	1.568491	8.374306e-04
0.017401	1.569311	1.568464	8.471332e-04
0.017501	1.569294	1.568437	8.568916e-04
0.017601	1.569277	1.568410	8.667058e-04
0.017701	1.569260	1.568383	8.765758e-04
0.017801	1.569242	1.568356	8.865015e-04
0.017901	1.569225	1.568328	8.964829e-04
0.018001	1.569207	1.568300	9.065202e-04
0.018101	1.569189	1.568273	9.166131e-04
0.018201	1.569171	1.568245	9.267619e-04
0.018301	1.569154	1.568217	9.369663e-04
0.018401	1.569136	1.568188	9.472266e-04
0.018501	1.569117	1.568160	9.575425e-04
0.018601	1.569099	1.568131	9.679142e-04
0.018701	1.569081	1.568103	9.783417e-04
0.018801	1.569063	1.568074	9.888249e-04
0.018901	1.569044	1.568045	9.993638e-04
0.019001	1.569026	1.568016	1.009958e-03
0.019101	1.569007	1.567986	1.020609e-03
0.019201	1.568988	1.567957	1.031315e-03
0.019301	1.568969	1.567927	1.042077e-03
0.019401	1.568950	1.567897	1.052894e-03
0.019501	1.568931	1.567867	1.063767e-03
0.019601	1.568912	1.567837	1.074696e-03
0.019701	1.568893	1.567807	1.085681e-03
0.019801	1.568873	1.567777	1.096721e-03
0.019901	1.568854	1.567746	1.107818e-03
0.020001	1.568834	1.567715	1.118969e-03
0.020101	1.568815	1.567684	1.130177e-03
0.020201	1.568795	1.567653	1.141440e-03
0.020301	1.568775	1.567622	1.152759e-03
0.020401	1.568755	1.567591	1.164133e-03
0.020501	1.568735	1.567559	1.175564e-03
0.020601	1.568715	1.567528	1.187049e-03
0.020701	1.568694	1.567496	1.198591e-03
0.020801	1.568674	1.567464	1.210188e-03
0.020901	1.568654	1.567432	1.221841e-03
0.021001	1.568633	1.567400	1.233550e-03
0.021101	1.568612	1.567367	1.245314e-03
0.021201	1.568592	1.567335	1.257134e-03
0.021301	1.568571	1.567302	1.269010e-03
0.021401	1.568550	1.567269	1.280941e-03
0.021501	1.568529	1.567236	1.292928e-03
0.021601	1.568508	1.567203	1.304970e-03
0.021701	1.568486	1.567169	1.317069e-03
0.021801	1.568465	1.567136	1.329222e-03
0.021901	1.568444	1.567102	1.341432e-03
0.022001	1.568422	1.567068	1.353697e-03
0.022101	1.568401	1.567034	1.366018e-03
0.022201	1.568379	1.567000	1.378394e-03
0.022301	1.568357	1.566966	1.390826e-03
0.022401	1.568335	1.566932	1.403314e-03
0.022501	1.568313	1.566897	1.415857e-03
0.022601	1.568291	1.566862	1.428456e-03
0.022701	1.568269	1.566828	1.441110e-03
0.022801	1.568246	1.566793	1.453820e-03
0.022901	1.568224	1.566757	1.466586e-03
0.023001	1.568201	1.566722	1.479407e-03
0.023101	1.568179	1.566687	1.492284e-03
0.023201	1.568156	1.566651	1.505217e-03
0.023301	1.568133	1.566615	1.518205e-03
0.023401	1.568110	1.566579	1.531249e-03
0.023501	1.568087	1.566543	1.544348e-03
0.023601	1.568064	1.566507	1.557503e-03
0.023701	1.568041	1.566470	1.570713e-03
0.023801	1.568018	1.566434	1.583979e-03
0.023901	1.567994	1.566397	1.597301e-03
0.024001	1.567971	1.566360	1.610678e-03
0.024101	1.567947	1.566323	1.624110e-03
0.024201	1.567924	1.566286	1.637599e-03
0.024301	1.567900	1.566249	1.651143e-03
0.024401	1.567876	1.566211	1.664742e-03
0.024501	1.567852	1.566174	1.678397e-03
0.024601	1.567828	1.566136	1.692107e-03
0.024701	1.567804	1.566098	1.705873e-03
0.024801	1.567779	1.566060	1.719695e-03
0.024901	1.567755	1.566021	1.733572e-03
0.025001	1.567730	1.565983	1.747505e-03
0.025101	1.567706	1.565944	1.761493e-03
0.025201	1.567681	1.565906	1.775536e-03
0.025301	1.567656	1.565867	1.789636e-03
0.025401	1.567632	1.565828	1.803790e-03
0.025501	1.567607	1.565789	1.818000e-03
0.025601	1.567582	1.565749	1.832266e-03
0.025701	1.567556	1.565710	1.846587e-03
0.025801	1.567531	1.565670	1.860964e-03
0.025901	1.567506	1.565630	1.875396e-03
0.026001	1.567480	1.565590	1.889884e-03
0.026101	1.567455	1.565550	1.904427e-03
0.026201	1.567429	1.565510	1.919026e-03
0.026301	1.567403	1.565470	1.933680e-03
0.026401	1.567378	1.565429	1.948390e-03
0.026501	1.567352	1.565388	1.963155e-03
0.026601	1.567326	1.565348	1.977975e-03
0.026701	1.567299	1.565307	1.992851e-03
0.026801	1.567273	1.565265	2.007783e-03
0.026901	1.567247	1.565224	2.022770e-03
0.027001	1.567220	1.565183	2.037812e-03
0.027101	1.567194	1.565141	2.052910e-03
0.027201	1.567167	1.565099	2.068064e-03
0.027301	1.567140	1.565057	2.083272e-03
0.027401	1.567114	1.565015	2.098536e-03
0.027501	1.567087	1.564973	2.113856e-03
0.027601	1.567060	1.564930	2.129231e-03
0.027701	1.567033	1.564888	2.144662e-03
0.027801	1.567005	1.564845	2.160147e-03
0.027901	1.566978	1.564802	2.175689e-03
0.028001	1.566951	1.564759	2.191285e-03
0.028101	1.566923	1.564716	2.206938e-03
0.028201	1.566895	1.564673	2.222645e-03
0.028301	1.566868	1.564629	2.238408e-03
0.028401	1.566840	1.564586	2.254226e-03
0.028501	1.566812	1.564542	2.270100e-03
0.028601	1.566784	1.564498	2.286029e-03
0.028701	1.566756	1.564454	2.302014e-03
0.028801	1.566728	1.564410	2.318054e-03
0.028901	1.566699	1.564365	2.334149e-03
0.029001	1.566671	1.564321	2.350299e-03
0.029101	1.566642	1.564276	2.366505e-03
0.029201	1.566614	1.564231	2.382767e-03
0.029301	1.566585	1.564186	2.399083e-03
0.029401	1.566556	1.564141	2.415455e-03
0.029501	1.566527	1.564096	2.431883e-03
0.029601	1.566498	1.564050	2.448365e-03
0.029701	1.566469	1.564004	2.464904e-03
0.029801	1.566440	1.563959	2.481497e-03
0.029901	1.566411	1.563913	2.498146e-03
0.030001	1.566382	1.563867	2.514850e-03
0.030101	1.566352	1.563820	2.531609e-03
0.030201	1.566322	1.563774	2.548424e-03
0.030301	1.566293	1.563728	2.565294e-03
0.030401	1.566263	1.563681	2.582219e-03
0.030501	1.566233	1.563634	2.599200e-03
0.030601	1.566203	1.563587	2.616236e-03
0.030701	1.566173	1.563540	2.633327e-03
0.030801	1.566143	1.563492	2.650473e-03
0.030901	1.566113	1.563445	2.667675e-03
0.031001	1.566082	1.563397	2.684932e-03
0.031101	1.566052	1.563350	2.702244e-03
0.031201	1.566021	1.563302	2.719612e-03
0.031301	1.565991	1.563254	2.737035e-03
0.031401	1.565960	1.563205	2.754513e-03
0.031501	1.565929	1.563157	2.772046e-03
0.031601	1.565898	1.563108	2.789635e-03
0.031701	1.565867	1.563060	2.807279e-03
0.031801	1.565836	1.563011	2.824978e-03
0.031901	1.565805	1.562962	2.842732e-03
0.032001	1.565773	1.562913	2.860542e-03
0.032101	1.565742	1.562863	2.878406e-03
0.032201	1.565710	1.562814	2.896326e-03
0.032301	1.565679	1.562764	2.914302e-03
0.032401	1.565647	1.562715	2.932332e-03
0.032501	1.565615	1.562665	2.950418e-03
0.032601	1.565583	1.562615	2.968559e-03
0.032701	1.565551	1.562564	2.986755e-03
0.032801	1.565519	1.562514	3.005006e-03
0.032901	1.565487	1.562463	3.023312e-03
0.033001	1.565454	1.562413	3.041674e-03
0.033101	1.565422	1.562362	3.060091e-03
0.033201	1.565389	1.562311	3.078563e-03
0.033301	1.565357	1.562260	3.097090e-03
0.033401	1.565324	1.562208	3.115672e-03
0.033501	1.565291	1.562157	3.134310e-03
0.033601	1.565258	1.562105	3.153002e-03
0.033701	1.565225	1.562054	3.171750e-03
0.033801	1.565192	1.562002	3.190553e-03
0.033901	1.565159	1.561950	3.209411e-03
0.034001	1.565126	1.561897	3.228324e-03
0.034101	1.565092	1.561845	3.247292e-03
0.034201	1.565059	1.561793	3.266316e-03
0.034301	1.565025	1.561740	3.285394e-03
0.034401	1.564992	1.561687	3.304528e-03
0.034501	1.564958	1.561634	3.323717e-03
0.034601	1.564924	1.561581	3.342961e-03
0.034701	1.564890	1.561528	3.362260e-03
0.034801	1.564856	1.561474	3.381614e-03
0.034901	1.564822	1.561421	3.401023e-03
0.035001	1.564787	1.561367	3.420487e-03
0.035101	1.564753	1.561313	3.440006e-03
0.035201	1.564718	1.561259	3.459581e-03
0.035301	1.564684	1.561205	3.479210e-03
0.035401	1.564649	1.561150	3.498895e-03
0.035501	1.564614	1.561096	3.518634e-03
0.035601	1.564580	1.561041	3.538429e-03
0.035701	1.564545	1.560986	3.558278e-03
0.035801	1.564509	1.560931	3.578183e-03
0.035901	1.564474	1.560876	3.598143e-03
0.036001	1.564439	1.560821	3.618157e-03
0.036101	1.564404	1.560765	3.638227e-03
0.036201	1.564368	1.560710	3.658352e-03
0.036301	1.564333	1.560654	3.678532e-03
0.036401	1.564297	1.560598	3.698766e-03
0.036501	1.564261	1.560542	3.719056e-03
0.036601	1.564225	1.560486	3.739401e-03
0.036701	1.564189	1.560430	3.759801e-03
0.036801	1.564153	1.560373	3.780255e-03
0.036901	1.564117	1.560316	3.800765e-03
0.037001	1.564081	1.560260	3.821330e-03
0.037101	1.564045	1.560203	3.841950e-03
0.037201	1.564008	1.560146	3.862624e-03
0.037301	1.563972	1.560088	3.883354e-03
0.037401	1.563935	1.560031	3.904138e-03
0.037501	1.563898	1.559973	3.924978e-03
0.037601	1.563861	1.559916	3.945872e-03
0.037701	1.563824	1.559858	3.966822e-03
0.037801	1.563787	1.559800	3.987826e-03
0.037901	1.563750	1.559741	4.008885e-03
0.038001	1.563713	1.559683	4.029999e-03
0.038101	1.563676	1.559625	4.051168e-03
0.038201	1.563638	1.559566	4.072392e-03
0.038301	1.563601	1.559507	4.093671e-03
0.038401	1.563563	1.559448	4.115005e-03
0.038501	1.563525	1.559389	4.136393e-03
0.038601	1.563488	1.559330	4.157837e-03
0.038701	1.563450	1.559270	4.179335e-03
0.038801	1.563412	1.559211	4.200888e-03
0.038901	1.563374	1.559151	4.222497e-03
0.039001	1.563335	1.559091	4.244160e-03
0.039101	1.563297	1.559031	4.265877e-03
0.039201	1.563259	1.558971	4.287650e-03
0.039301	1.563220	1.558911	4.309478e-03
0.039401	1.563182	1.558850	4.331360e-03
0.039501	1.563143	1.558790	4.353297e-03
0.039601	1.563104	1.558729	4.375289e-03
0.039701	1.563065	1.558668	4.397336e-03
0.039801	1.563026	1.558607	4.419438e-03
0.039901	1.562987	1.558545	4.441594e-03
0.040001	1.562948	1.558484	4.463805e-03
0.040101	1.562909	1.558422	4.486071e-03
0.040201	1.562869	1.558361	4.508392e-03
0.040301	1.562830	1.558299	4.530768e-03
0.040401	1.562790	1.558237	4.553198e-03
0.040501	1.562750	1.558175	4.575683e-03
0.040601	1.562711	1.558112	4.598223e-03
0.040701	1.562671	1.558050	4.620818e-03
0.040801	1.562631	1.557987	4.643467e-03
0.040901	1.562591	1.557924	4.666171e-03
0.041001	1.562550	1.557862	4.688930e-03
0.041101	1.562510	1.557798	4.711744e-03
0.041201	1.562470	1.557735	4.734612e-03
0.041301	1.562429	1.557672	4.757535e-03
0.041401	1.562389	1.557608	4.780513e-03
0.041501	1.562348	1.557545	4.803546e-03
0.041601	1.562307	1.557481	4.826633e-03
0.041701	1.562267	1.557417	4.849775e-03
0.041801	1.562226	1.557353	4.872971e-03
0.041901	1.562185	1.557288	4.896223e-03
0.042001	1.562143	1.557224	4.919529e-03
0.042101	1.562102	1.557159	4.942889e-03
0.042201	1.562061	1.557094	4.966305e-03
0.042301	1.562019	1.557030	4.989775e-03
0.042401	1.561978	1.556964	5.013299e-03
0.042501	1.561936	1.556899	5.036878e-03
0.042601	1.561894	1.556834	5.060512e-03
0.042701	1.561853	1.556768	5.084201e-03
0.042801	1.561811	1.556703	5.107944e-03
0.042901	1.561769	1.556637	5.131742e-03
0.043001	1.561726	1.556571	5.155594e-03
0.043101	1.561684	1.556505	5.179501e-03
0.043201	1.561642	1.556438	5.203463e-03
0.043301	1.561599	1.556372	5.227479e-03
0.043401	1.561557	1.556305	5.251550e-03
0.043501	1.561514	1.556239	5.275675e-03
0.043601	1.561472	1.556172	5.299855e-03
0.043701	1.561429	1.556105	5.324090e-03
0.043801	1.561386	1.556037	5.348379e-03
0.043901	1.561343	1.555970	5.372722e-03
0.044001	1.561300	1.555903	5.397120e-03
0.044101	1.561256	1.555835	5.421573e-03
0.044201	1.561213	1.555767	5.446080e-03
0.044301	1.561170	1.555699	5.470642e-03
0.044401	1.561126	1.555631	5.495258e-03
0.044501	1.561083	1.555563	5.519929e-03
0.044601	1.561039	1.555494	5.544655e-03
0.044701	1.560995	1.555426	5.569434e-03
0.044801	1.560951	1.555357	5.594269e-03
0.044901	1.560907	1.555288	5.619157e-03
0.045001	1.560863	1.555219	5.644101e-03
0.045101	1.560819	1.555150	5.669099e-03
0.045202	1.560775	1.555080	5.694151e-03
0.045302	1.560730	1.555011	5.719257e-03
0.045402	1.560686	1.554941	5.744419e-03
0.045502	1.560641	1.554871	5.769634e-03
0.045602	1.560596	1.554802	5.794904e-03
0.045702	1.560552	1.554731	5.820229e-03
0.045802	1.560507	1.554661	5.845608e-03
0.045902	1.560462	1.554591	5.871041e-03
0.046002	1.560417	1.554520	5.896529e-03
0.046102	1.560372	1.554449	5.922071e-03
0.046202	1.560326	1.554379	5.947667e-03
0.046302	1.560281	1.554308	5.973318e-03
0.046402	1.560235	1.554236	5.999024e-03
0.046502	1.560190	1.554165	6.024783e-03
0.046602	1.560144	1.554094	6.050597e-03
0.046702	1.560098	1.554022	6.076466e-03
0.046802	1.560053	1.553950	6.102389e-03
0.046902	1.560007	1.553878	6.128366e-03
0.047002	1.559961	1.553806	6.154397e-03
0.047102	1.559914	1.553734	6.180483e-03
0.047202	1.559868	1.553661	6.206623e-03
0.047302	1.559822	1.553589	6.232818e-03
0.047402	1.559775	1.553516	6.259067e-03
0.047502	1.559729	1.553443	6.285370e-03
0.047602	1.559682	1.553370	6.311727e-03
0.047702	1.559635	1.553297	6.338139e-03
0.047802	1.559588	1.553224	6.364605e-03
0.047902	1.559542	1.553150	6.391125e-03
0.048002	1.559495	1.553077	6.417700e-03
0.048102	1.559447	1.553003	6.444329e-03
0.048202	1.559400	1.552929	6.471012e-03
0.048302	1.559353	1.552855	6.497749e-03
0.048402	1.559305	1.552781	6.524541e-03
0.048502	1.559258	1.552706	6.551386e-03
0.048602	1.559210	1.552632	6.578286e-03
0.048702	1.559162	1.552557	6.605241e-03
0.048802	1.559115	1.552482	6.632249e-03
0.048902	1.559067	1.552407	6.659312e-03
0.049002	1.559019	1.552332	6.686429e-03
0.049102	1.558971	1.552257	6.713600e-03
0.049202	1.558922	1.552182	6.740825e-03
0.049302	1.558874	1.552106	6.768105e-03
0.049402	1.558826	1.552030	6.795438e-03
0.049502	1.558777	1.551954	6.822826e-03
0.049602	1.558728	1.551878	6.850268e-03
0.049702	1.558680	1.551802	6.877764e-03
0.049802	1.558631	1.551726	6.905314e-03
0.049902	1.558582	1.551649	6.932919e-03
0.050002	1.558533	1.551572	6.960577e-03
0.050102	1.558484	1.551496	6.988290e-03
0.050202	1.558435	1.551419	7.016057e-03
0.050302	1.558385	1.551342	7.043877e-03
0.050402	1.558336	1.551264	7.071752e-03
0.050502	1.558287	1.551187	7.099681e-03
0.050602	1.558237	1.551109	7.127665e-03
0.050702	1.558187	1.551032	7.155702e-03
0.050802	1.558138	1.550954	7.183793e-03
0.050902	1.558088	1.550876	7.211938e-03
0.051002	1.558038	1.550798	7.240138e-03
0.051102	1.557988	1.550719	7.268391e-03
0.051202	1.557937	1.550641	7.296699e-03
0.051302	1.557887	1.550562	7.325060e-03
0.051402	1.557837	1.550483	7.353476e-03
0.051502	1.557786	1.550404	7.381945e-03
0.051602	1.557736	1.550325	7.410469e-03
0.051702	1.557685	1.550246	7.439046e-03
0.051802	1.557634	1.550167	7.467678e-03
0.051902	1.557583	1.550087	7.496363e-03
0.052002	1.557532	1.550007	7.525103e-03
0.052102	1.557481	1.549927	7.553896e-03
0.052202	1.557430	1.549847	7.582743e-03
0.052302	1.557379	1.549767	7.611645e-03
0.052402	1.557328	1.549687	7.640600e-03
0.052502	1.557276	1.549606	7.669609e-03
0.052602	1.557225	1.549526	7.698673e-03
0.052702	1.557173	1.549445	7.727790e-03
0.052802	1.557121	1.549364	7.756961e-03
0.052902	1.557069	1.549283	7.786186e-03
0.053002	1.557017	1.549202	7.815464e-03
0.053102	1.556965	1.549121	7.844797e-03
0.053202	1.556913	1.549039	7.874184e-03
0.053302	1.556861	1.548957	7.903624e-03
0.053402	1.556809	1.548875	7.933118e-03
0.053502	1.556756	1.548793	7.962667e-03
0.053602	1.556704	1.548711	7.992269e-03
0.053702	1.556651	1.548629	8.021924e-03
0.053802	1.556598	1.548547	8.051634e-03
0.053902	1.556545	1.548464	8.081398e-03
0.054002	1.556492	1.548381	8.111215e-03
0.054102	1.556439	1.548298	8.141086e-03
0.054202	1.556386	1.548215	8.171011e-03
0.054302	1.556333	1.548132	8.200990e-03
0.054402	1.556280	1.548049	8.231022e-03
0.054502	1.556226	1.547965	8.261109e-03
0.054602	1.556173	1.547882	8.291249e-03
0.054702	1.556119	1.547798	8.321443e-03
0.054802	1.556066	1.547714	8.351690e-03
0.054902	1.556012	1.547630	8.381992e-03
0.055002	1.555958	1.547545	8.412347e-03
0.055102	1.555904	1.547461	8.442755e-03
0.055202	1.555850	1.547376	8.473218e-03
0.055302	1.555796	1.547292	8.503734e-03
0.055402	1.555741	1.547207	8.534304e-03
0.055502	1.555687	1.547122	8.564928e-03
0.055602	1.555632	1.547037	8.595605e-03
0.055702	1.555578	1.546951	8.626336e-03
0.055802	1.555523	1.546866	8.657121e-03
0.055902	1.555468	1.546780	8.687959e-03
0.056002	1.555413	1.546694	8.718851e-03
0.056102	1.555358	1.546609	8.749797e-03
0.056202	1.555303	1.546522	8.780796e-03
0.056302	1.555248	1.546436	8.811849e-03
0.056402	1.555193	1.546350	8.842955e-03
0.056502	1.555137	1.546263	8.874116e-03
0.056602	1.555082	1.546177	8.905329e-03
0.056702	1.555026	1.546090	8.936597e-03
0.056802	1.554971	1.546003	8.967918e-03
0.056902	1.554915	1.545916	8.999292e-03
0.057002	1.554859	1.545828	9.030720e-03
0.057102	1.554803	1.545741	9.062202e-03
0.057202	1.554747	1.545653	9.093737e-03
0.057302	1.554691	1.545566	9.125326e-03
0.057402	1.554635	1.545478	9.156968e-03
0.057502	1.554578	1.545390	9.188664e-03
0.057602	1.554522	1.545301	9.220413e-03
0.057702	1.554465	1.545213	9.252216e-03
0.057802	1.554409	1.545124	9.284072e-03
0.057902	1.554352	1.545036	9.315982e-03
0.058002	1.554295	1.544947	9.347945e-03
0.058102	1.554238	1.544858	9.379962e-03
0.058202	1.554181	1.544769	9.412032e-03
0.058302	1.554124	1.544680	9.444156e-03
0.058402	1.554067	1.544590	9.476333e-03
0.058502	1.554009	1.544501	9.508564e-03
0.058602	1.553952	1.544411	9.540848e-03
0.058702	1.553894	1.544321	9.573185e-03
0.058802	1.553837	1.544231	9.605576e-03
0.058902	1.553779	1.544141	9.638021e-03
0.059002	1.553721	1.544051	9.670518e-03
0.059102	1.553663	1.543960	9.703069e-03
0.059202	1.553605	1.543869	9.735674e-03
0.059302	1.553547	1.543779	9.768332e-03
0.059402	1.553489	1.543688	9.801043e-03
0.059502	1.553430	1.543597	9.833807e-03
0.059602	1.553372	1.543505	9.866625e-03
0.059702	1.553313	1.543414	9.899496e-03
0.059802	1.553255	1.543322	9.932421e-03
0.059902	1.553196	1.543231	9.965399e-03
0.060002	1.553137	1.543139	9.998430e-03
