# Comparação: Solução Numérica vs Solução Analítica
# θ₀ = 0.7854 rad (45.0 graus)
# t(s)	theta_num(rad)	theta_anal(rad)	diferenca(rad)
0.004000	0.785343	0.785337	6.144423e-06
0.004100	0.785340	0.785333	6.455469e-06
0.004200	0.785337	0.785330	6.774193e-06
0.004300	0.785334	0.785327	7.100596e-06
0.004400	0.785331	0.785324	7.434678e-06
0.004500	0.785328	0.785320	7.776437e-06
0.004600	0.785325	0.785317	8.125875e-06
0.004700	0.785322	0.785313	8.482990e-06
0.004800	0.785318	0.785309	8.847784e-06
0.004900	0.785315	0.785306	9.220255e-06
0.005000	0.785311	0.785302	9.600404e-06
0.005100	0.785308	0.785298	9.988230e-06
0.005200	0.785304	0.785294	1.038373e-05
0.005300	0.785301	0.785290	1.078691e-05
0.005400	0.785297	0.785286	1.119777e-05
0.005500	0.785293	0.785282	1.161631e-05
0.005600	0.785289	0.785277	1.204252e-05
0.005700	0.785285	0.785273	1.247641e-05
0.005800	0.785281	0.785269	1.291797e-05
0.005900	0.785277	0.785264	1.336721e-05
0.006000	0.785273	0.785259	1.382413e-05
0.006100	0.785269	0.785255	1.428872e-05
0.006200	0.785265	0.785250	1.476099e-05
0.006300	0.785260	0.785245	1.524093e-05
0.006400	0.785256	0.785240	1.572855e-05
0.006500	0.785252	0.785235	1.622385e-05
0.006600	0.785247	0.785230	1.672682e-05
0.006700	0.785242	0.785225	1.723746e-05
0.006800	0.785238	0.785220	1.775578e-05
0.006900	0.785233	0.785215	1.828178e-05
0.007000	0.785228	0.785209	1.881545e-05
0.007100	0.785223	0.785204	1.935679e-05
0.007200	0.785218	0.785198	1.990580e-05
0.007300	0.785213	0.785193	2.046250e-05
0.007400	0.785208	0.785187	2.102686e-05
0.007500	0.785203	0.785181	2.159890e-05
0.007600	0.785198	0.785176	2.217861e-05
0.007700	0.785193	0.785170	2.276599e-05
0.007800	0.785187	0.785164	2.336105e-05
0.007900	0.785182	0.785158	2.396378e-05
0.008000	0.785176	0.785152	2.457418e-05
0.008100	0.785171	0.785145	2.519225e-05
0.008200	0.785165	0.785139	2.581800e-05
0.008300	0.785159	0.785133	2.645141e-05
0.008400	0.785153	0.785126	2.709250e-05
0.008500	0.785148	0.785120	2.774126e-05
0.008600	0.785142	0.785113	2.839769e-05
0.008700	0.785136	0.785107	2.906179e-05
0.008800	0.785130	0.785100	2.973356e-05
0.008900	0.785123	0.785093	3.041301e-05
0.009000	0.785117	0.785086	3.110012e-05
0.009100	0.785111	0.785079	3.179490e-05
0.009200	0.785105	0.785072	3.249735e-05
0.009300	0.785098	0.785065	3.320747e-05
0.009400	0.785092	0.785058	3.392526e-05
0.009500	0.785085	0.785050	3.465072e-05
0.009600	0.785079	0.785043	3.538385e-05
0.009700	0.785072	0.785036	3.612464e-05
0.009800	0.785065	0.785028	3.687310e-05
0.009900	0.785058	0.785021	3.762923e-05
0.010000	0.785051	0.785013	3.839303e-05
0.010100	0.785044	0.785005	3.916450e-05
0.010200	0.785037	0.784997	3.994363e-05
0.010300	0.785030	0.784989	4.073043e-05
0.010400	0.785023	0.784981	4.152489e-05
0.010500	0.785016	0.784973	4.232703e-05
0.010600	0.785008	0.784965	4.313682e-05
0.010700	0.785001	0.784957	4.395428e-05
0.010800	0.784994	0.784949	4.477941e-05
0.010900	0.784986	0.784940	4.561220e-05
0.011000	0.784978	0.784932	4.645266e-05
0.011100	0.784971	0.784924	4.730078e-05
0.011200	0.784963	0.784915	4.815657e-05
0.011300	0.784955	0.784906	4.902002e-05
0.011400	0.784947	0.784898	4.989113e-05
0.011500	0.784939	0.784889	5.076991e-05
0.011600	0.784931	0.784880	5.165634e-05
0.011700	0.784923	0.784871	5.255044e-05
0.011800	0.784915	0.784862	5.345221e-05
0.011900	0.784907	0.784853	5.436163e-05
0.012000	0.784899	0.784843	5.527872e-05
0.012100	0.784890	0.784834	5.620346e-05
0.012200	0.784882	0.784825	5.713587e-05
0.012300	0.784873	0.784815	5.807594e-05
0.012400	0.784865	0.784806	5.902367e-05
0.012500	0.784856	0.784796	5.997906e-05
0.012600	0.784848	0.784787	6.094211e-05
0.012700	0.784839	0.784777	6.191281e-05
0.012800	0.784830	0.784767	6.289118e-05
0.012900	0.784821	0.784757	6.387720e-05
0.013000	0.784812	0.784747	6.487088e-05
0.013100	0.784803	0.784737	6.587222e-05
0.013200	0.784794	0.784727	6.688122e-05
0.013300	0.784785	0.784717	6.789788e-05
0.013400	0.784775	0.784706	6.892219e-05
0.013500	0.784766	0.784696	6.995415e-05
0.013600	0.784757	0.784686	7.099378e-05
0.013700	0.784747	0.784675	7.204105e-05
0.013800	0.784738	0.784665	7.309599e-05
0.013900	0.784728	0.784654	7.415858e-05
0.014000	0.784718	0.784643	7.522882e-05
0.014100	0.784709	0.784632	7.630672e-05
0.014200	0.784699	0.784621	7.739227e-05
0.014300	0.784689	0.784610	7.848547e-05
0.014400	0.784679	0.784599	7.958633e-05
0.014500	0.784669	0.784588	8.069483e-05
0.014600	0.784659	0.784577	8.181099e-05
0.014700	0.784649	0.784566	8.293481e-05
0.014800	0.784638	0.784554	8.406627e-05
0.014900	0.784628	0.784543	8.520539e-05
0.015000	0.784618	0.784531	8.635215e-05
0.015101	0.784607	0.784520	8.750657e-05
0.015201	0.784597	0.784508	8.866863e-05
0.015301	0.784586	0.784496	8.983834e-05
0.015401	0.784576	0.784485	9.101571e-05
0.015501	0.784565	0.784473	9.220072e-05
0.015601	0.784554	0.784461	9.339338e-05
0.015701	0.784543	0.784449	9.459368e-05
0.015801	0.784532	0.784437	9.580164e-05
0.015901	0.784521	0.784424	9.701724e-05
0.016001	0.784510	0.784412	9.824048e-05
0.016101	0.784499	0.784400	9.947137e-05
0.016201	0.784488	0.784387	1.007099e-04
0.016301	0.784477	0.784375	1.019561e-04
0.016401	0.784465	0.784362	1.032099e-04
0.016501	0.784454	0.784350	1.044714e-04
0.016601	0.784443	0.784337	1.057405e-04
0.016701	0.784431	0.784324	1.070173e-04
0.016801	0.784419	0.784311	1.083017e-04
0.016901	0.784408	0.784298	1.095937e-04
0.017001	0.784396	0.784285	1.108934e-04
0.017101	0.784384	0.784272	1.122007e-04
0.017201	0.784372	0.784259	1.135157e-04
0.017301	0.784360	0.784245	1.148383e-04
0.017401	0.784348	0.784232	1.161685e-04
0.017501	0.784336	0.784219	1.175064e-04
0.017601	0.784324	0.784205	1.188519e-04
0.017701	0.784312	0.784191	1.202051e-04
0.017801	0.784299	0.784178	1.215659e-04
0.017901	0.784287	0.784164	1.229343e-04
0.018001	0.784275	0.784150	1.243104e-04
0.018101	0.784262	0.784136	1.256941e-04
0.018201	0.784249	0.784122	1.270855e-04
0.018301	0.784237	0.784108	1.284845e-04
0.018401	0.784224	0.784094	1.298911e-04
0.018501	0.784211	0.784080	1.313053e-04
0.018601	0.784198	0.784066	1.327272e-04
0.018701	0.784185	0.784051	1.341567e-04
0.018801	0.784172	0.784037	1.355939e-04
0.018901	0.784159	0.784022	1.370387e-04
0.019001	0.784146	0.784008	1.384911e-04
0.019101	0.784133	0.783993	1.399511e-04
0.019201	0.784120	0.783978	1.414188e-04
0.019301	0.784106	0.783964	1.428941e-04
0.019401	0.784093	0.783949	1.443771e-04
0.019501	0.784080	0.783934	1.458676e-04
0.019601	0.784066	0.783919	1.473658e-04
0.019701	0.784052	0.783903	1.488717e-04
0.019801	0.784039	0.783888	1.503851e-04
0.019901	0.784025	0.783873	1.519062e-04
0.020001	0.784011	0.783858	1.534349e-04
0.020101	0.783997	0.783842	1.549712e-04
0.020201	0.783983	0.783827	1.565152e-04
0.020301	0.783969	0.783811	1.580668e-04
0.020401	0.783955	0.783795	1.596260e-04
0.020501	0.783941	0.783780	1.611928e-04
0.020601	0.783927	0.783764	1.627673e-04
0.020701	0.783912	0.783748	1.643493e-04
0.020801	0.783898	0.783732	1.659390e-04
0.020901	0.783883	0.783716	1.675364e-04
0.021001	0.783869	0.783700	1.691413e-04
0.021101	0.783854	0.783684	1.707539e-04
0.021201	0.783840	0.783667	1.723741e-04
0.021301	0.783825	0.783651	1.740019e-04
0.021401	0.783810	0.783634	1.756373e-04
0.021501	0.783795	0.783618	1.772803e-04
0.021601	0.783780	0.783601	1.789310e-04
0.021701	0.783765	0.783585	1.805893e-04
0.021801	0.783750	0.783568	1.822551e-04
0.021901	0.783735	0.783551	1.839286e-04
0.022001	0.783720	0.783534	1.856098e-04
0.022101	0.783705	0.783517	1.872985e-04
0.022201	0.783689	0.783500	1.889949e-04
0.022301	0.783674	0.783483	1.906988e-04
0.022401	0.783658	0.783466	1.924104e-04
0.022501	0.783643	0.783449	1.941296e-04
0.022601	0.783627	0.783431	1.958564e-04
0.022701	0.783611	0.783414	1.975908e-04
0.022801	0.783596	0.783396	1.993328e-04
0.022901	0.783580	0.783379	2.010824e-04
0.023001	0.783564	0.783361	2.028397e-04
0.023101	0.783548	0.783343	2.046045e-04
0.023201	0.783532	0.783325	2.063770e-04
0.023301	0.783516	0.783308	2.081570e-04
0.023401	0.783500	0.783290	2.099447e-04
0.023501	0.783483	0.783272	2.117400e-04
0.023601	0.783467	0.783253	2.135429e-04
0.023701	0.783451	0.783235	2.153533e-04
0.023801	0.783434	0.783217	2.171714e-04
0.023901	0.783418	0.783199	2.189971e-04
0.024001	0.783401	0.783180	2.208304e-04
0.024101	0.783384	0.783162	2.226713e-04
0.024201	0.783368	0.783143	2.245198e-04
0.024301	0.783351	0.783124	2.263759e-04
0.024401	0.783334	0.783106	2.282396e-04
0.024501	0.783317	0.783087	2.301109e-04
0.024601	0.783300	0.783068	2.319898e-04
0.024701	0.783283	0.783049	2.338763e-04
0.024801	0.783266	0.783030	2.357704e-04
0.024901	0.783248	0.783011	2.376721e-04
0.025001	0.783231	0.782991	2.395814e-04
0.025101	0.783214	0.782972	2.414982e-04
0.025201	0.783196	0.782953	2.434227e-04
0.025301	0.783179	0.782933	2.453548e-04
0.025401	0.783161	0.782914	2.472944e-04
0.025501	0.783144	0.782894	2.492417e-04
0.025601	0.783126	0.782875	2.511965e-04
0.025701	0.783108	0.782855	2.531590e-04
0.025801	0.783090	0.782835	2.551290e-04
0.025901	0.783072	0.782815	2.571066e-04
0.026001	0.783054	0.782795	2.590918e-04
0.026101	0.783036	0.782775	2.610846e-04
0.026201	0.783018	0.782755	2.630850e-04
0.026301	0.783000	0.782735	2.650930e-04
0.026401	0.782982	0.782715	2.671085e-04
0.026501	0.782963	0.782694	2.691317e-04
0.026601	0.782945	0.782674	2.711624e-04
0.026701	0.782926	0.782653	2.732007e-04
0.026801	0.782908	0.782633	2.752466e-04
0.026901	0.782889	0.782612	2.773001e-04
0.027001	0.782871	0.782591	2.793611e-04
0.027101	0.782852	0.782570	2.814298e-04
0.027201	0.782833	0.782550	2.835060e-04
0.027301	0.782814	0.782529	2.855898e-04
0.027401	0.782795	0.782508	2.876812e-04
0.027501	0.782776	0.782486	2.897801e-04
0.027601	0.782757	0.782465	2.918866e-04
0.027701	0.782738	0.782444	2.940008e-04
0.027801	0.782719	0.782423	2.961224e-04
0.027901	0.782699	0.782401	2.982517e-04
0.028001	0.782680	0.782380	3.003885e-04
0.028101	0.782661	0.782358	3.025329e-04
0.028201	0.782641	0.782336	3.046849e-04
0.028301	0.782621	0.782315	3.068445e-04
0.028401	0.782602	0.782293	3.090116e-04
0.028501	0.782582	0.782271	3.111863e-04
0.028601	0.782562	0.782249	3.133685e-04
0.028701	0.782542	0.782227	3.155584e-04
0.028801	0.782523	0.782205	3.177558e-04
0.028901	0.782503	0.782183	3.199608e-04
0.029001	0.782482	0.782160	3.221733e-04
0.029101	0.782462	0.782138	3.243934e-04
0.029201	0.782442	0.782116	3.266211e-04
0.029301	0.782422	0.782093	3.288563e-04
0.029401	0.782402	0.782070	3.310991e-04
0.029501	0.782381	0.782048	3.333494e-04
0.029601	0.782361	0.782025	3.356073e-04
0.029701	0.782340	0.782002	3.378728e-04
0.029801	0.782319	0.781979	3.401459e-04
0.029901	0.782299	0.781956	3.424265e-04
0.030001	0.782278	0.781933	3.447146e-04
0.030101	0.782257	0.781910	3.470103e-04
0.030201	0.782236	0.781887	3.493136e-04
0.030301	0.782215	0.781864	3.516244e-04
0.030401	0.782194	0.781840	3.539428e-04
0.030501	0.782173	0.781817	3.562688e-04
0.030601	0.782152	0.781793	3.586022e-04
0.030701	0.782131	0.781770	3.609433e-04
0.030801	0.782110	0.781746	3.632919e-04
0.030901	0.782088	0.781723	3.656480e-04
0.031001	0.782067	0.781699	3.680117e-04
0.031101	0.782045	0.781675	3.703830e-04
0.031201	0.782024	0.781651	3.727618e-04
0.031301	0.782002	0.781627	3.751481e-04
0.031401	0.781980	0.781603	3.775420e-04
0.031501	0.781958	0.781578	3.799434e-04
0.031601	0.781937	0.781554	3.823524e-04
0.031701	0.781915	0.781530	3.847689e-04
0.031801	0.781893	0.781505	3.871930e-04
0.031901	0.781871	0.781481	3.896246e-04
0.032001	0.781848	0.781456	3.920638e-04
0.032101	0.781826	0.781432	3.945105e-04
0.032201	0.781804	0.781407	3.969647e-04
0.032301	0.781782	0.781382	3.994265e-04
0.032401	0.781759	0.781357	4.018958e-04
0.032501	0.781737	0.781332	4.043726e-04
0.032601	0.781714	0.781307	4.068570e-04
0.032701	0.781692	0.781282	4.093490e-04
0.032801	0.781669	0.781257	4.118484e-04
0.032901	0.781646	0.781232	4.143554e-04
0.033001	0.781623	0.781206	4.168699e-04
0.033101	0.781600	0.781181	4.193920e-04
0.033201	0.781577	0.781155	4.219216e-04
0.033301	0.781554	0.781130	4.244587e-04
0.033401	0.781531	0.781104	4.270033e-04
0.033501	0.781508	0.781079	4.295555e-04
0.033601	0.781485	0.781053	4.321152e-04
0.033701	0.781462	0.781027	4.346824e-04
0.033801	0.781438	0.781001	4.372572e-04
0.033901	0.781415	0.780975	4.398395e-04
0.034001	0.781391	0.780949	4.424293e-04
0.034101	0.781368	0.780923	4.450266e-04
0.034201	0.781344	0.780896	4.476314e-04
0.034301	0.781320	0.780870	4.502438e-04
0.034401	0.781296	0.780844	4.528637e-04
0.034501	0.781273	0.780817	4.554911e-04
0.034601	0.781249	0.780790	4.581260e-04
0.034701	0.781225	0.780764	4.607685e-04
0.034801	0.781201	0.780737	4.634184e-04
0.034901	0.781176	0.780710	4.660759e-04
0.035001	0.781152	0.780683	4.687409e-04
0.035101	0.781128	0.780656	4.714134e-04
0.035201	0.781104	0.780629	4.740934e-04
0.035301	0.781079	0.780602	4.767809e-04
0.035401	0.781055	0.780575	4.794760e-04
0.035501	0.781030	0.780548	4.821785e-04
0.035601	0.781005	0.780521	4.848886e-04
0.035701	0.780981	0.780493	4.876061e-04
0.035801	0.780956	0.780466	4.903312e-04
0.035901	0.780931	0.780438	4.930638e-04
0.036001	0.780906	0.780410	4.958039e-04
0.036101	0.780881	0.780383	4.985514e-04
0.036201	0.780856	0.780355	5.013065e-04
0.036301	0.780831	0.780327	5.040691e-04
0.036401	0.780806	0.780299	5.068392e-04
0.036501	0.780781	0.780271	5.096168e-04
0.036601	0.780755	0.780243	5.124019e-04
0.036701	0.780730	0.780215	5.151945e-04
0.036801	0.780705	0.780187	5.179946e-04
0.036901	0.780679	0.780158	5.208021e-04
0.037001	0.780653	0.780130	5.236172e-04
0.037101	0.780628	0.780101	5.264398e-04
0.037201	0.780602	0.780073	5.292698e-04
0.037301	0.780576	0.780044	5.321074e-04
0.037401	0.780550	0.780015	5.349524e-04
0.037501	0.780524	0.779987	5.378050e-04
0.037601	0.780498	0.779958	5.406650e-04
0.037701	0.780472	0.779929	5.435325e-04
0.037801	0.780446	0.779900	5.464075e-04
0.037901	0.780420	0.779871	5.492900e-04
0.038001	0.780394	0.779842	5.521800e-04
0.038101	0.780367	0.779812	5.550774e-04
0.038201	0.780341	0.779783	5.579824e-04
0.038301	0.780314	0.779754	5.608948e-04
0.038401	0.780288	0.779724	5.638147e-04
0.038501	0.780261	0.779695	5.667421e-04
0.038601	0.780235	0.779665	5.696769e-04
0.038701	0.780208	0.779635	5.726192e-04
0.038801	0.780181	0.779605	5.755691e-04
0.038901	0.780154	0.779576	5.785263e-04
0.039001	0.780127	0.779546	5.814911e-04
0.039101	0.780100	0.779516	5.844633e-04
0.039201	0.780073	0.779485	5.874430e-04
0.039301	0.780046	0.779455	5.904302e-04
0.039401	0.780018	0.779425	5.934249e-04
0.039501	0.779991	0.779395	5.964270e-04
0.039601	0.779964	0.779364	5.994366e-04
0.039701	0.779936	0.779334	6.024536e-04
0.039801	0.779909	0.779303	6.054781e-04
0.039901	0.779881	0.779273	6.085101e-04
0.040001	0.779854	0.779242	6.115496e-04
0.040101	0.779826	0.779211	6.145965e-04
0.040201	0.779798	0.779180	6.176508e-04
0.040301	0.779770	0.779149	6.207127e-04
0.040401	0.779742	0.779118	6.237820e-04
0.040501	0.779714	0.779087	6.268587e-04
0.040601	0.779686	0.779056	6.299429e-04
0.040701	0.779658	0.779025	6.330346e-04
0.040801	0.779630	0.778994	6.361337e-04
0.040901	0.779601	0.778962	6.392403e-04
0.041001	0.779573	0.778931	6.423543e-04
0.041101	0.779545	0.778899	6.454758e-04
0.041201	0.779516	0.778868	6.486047e-04
0.041301	0.779488	0.778836	6.517411e-04
0.041401	0.779459	0.778804	6.548849e-04
0.041501	0.779430	0.778772	6.580362e-04
0.041601	0.779402	0.778740	6.611949e-04
0.041701	0.779373	0.778708	6.643610e-04
0.041801	0.779344	0.778676	6.675346e-04
0.041901	0.779315	0.778644	6.707157e-04
0.042001	0.779286	0.778612	6.739042e-04
0.042101	0.779257	0.778580	6.771001e-04
0.042201	0.779228	0.778547	6.803035e-04
0.042301	0.779198	0.778515	6.835143e-04
0.042401	0.779169	0.778482	6.867325e-04
0.042501	0.779140	0.778450	6.899582e-04
0.042601	0.779110	0.778417	6.931913e-04
0.042701	0.779081	0.778384	6.964319e-04
0.042801	0.779051	0.778351	6.996799e-04
0.042901	0.779021	0.778318	7.029353e-04
0.043001	0.778992	0.778285	7.061981e-04
0.043101	0.778962	0.778252	7.094684e-04
0.043201	0.778932	0.778219	7.127461e-04
0.043301	0.778902	0.778186	7.160312e-04
0.043401	0.778872	0.778153	7.193238e-04
0.043501	0.778842	0.778119	7.226237e-04
0.043601	0.778812	0.778086	7.259311e-04
0.043701	0.778782	0.778052	7.292460e-04
0.043801	0.778751	0.778019	7.325682e-04
0.043901	0.778721	0.777985	7.358979e-04
0.044001	0.778690	0.777951	7.392349e-04
0.044101	0.778660	0.777917	7.425794e-04
0.044201	0.778629	0.777884	7.459313e-04
0.044301	0.778599	0.777850	7.492907e-04
0.044401	0.778568	0.777815	7.526574e-04
0.044501	0.778537	0.777781	7.560316e-04
0.044601	0.778507	0.777747	7.594131e-04
0.044701	0.778476	0.777713	7.628021e-04
0.044801	0.778445	0.777678	7.661985e-04
0.044901	0.778414	0.777644	7.696023e-04
0.045001	0.778383	0.777609	7.730135e-04
0.045101	0.778351	0.777575	7.764321e-04
0.045202	0.778320	0.777540	7.798581e-04
0.045302	0.778289	0.777505	7.832915e-04
0.045402	0.778257	0.777471	7.867323e-04
0.045502	0.778226	0.777436	7.901805e-04
0.045602	0.778194	0.777401	7.936361e-04
0.045702	0.778163	0.777366	7.970991e-04
0.045802	0.778131	0.777331	8.005695e-04
0.045902	0.778099	0.777295	8.040473e-04
0.046002	0.778068	0.777260	8.075325e-04
0.046102	0.778036	0.777225	8.110251e-04
0.046202	0.778004	0.777189	8.145251e-04
0.046302	0.777972	0.777154	8.180325e-04
0.046402	0.777940	0.777118	8.215472e-04
0.046502	0.777908	0.777083	8.250694e-04
0.046602	0.777875	0.777047	8.285989e-04
0.046702	0.777843	0.777011	8.321358e-04
0.046802	0.777811	0.776975	8.356801e-04
0.046902	0.777778	0.776939	8.392318e-04
0.047002	0.777746	0.776903	8.427909e-04
0.047102	0.777713	0.776867	8.463573e-04
0.047202	0.777681	0.776831	8.499311e-04
0.047302	0.777648	0.776794	8.535124e-04
0.047402	0.777615	0.776758	8.571009e-04
0.047502	0.777582	0.776722	8.606969e-04
0.047602	0.777549	0.776685	8.643002e-04
0.047702	0.777517	0.776649	8.679109e-04
0.047802	0.777483	0.776612	8.715290e-04
0.047902	0.777450	0.776575	8.751544e-04
0.048002	0.777417	0.776538	8.787873e-04
0.048102	0.777384	0.776502	8.824274e-04
0.048202	0.777351	0.776465	8.860750e-04
0.048302	0.777317	0.776428	8.897299e-04
0.048402	0.777284	0.776390	8.933922e-04
0.048502	0.777250	0.776353	8.970618e-04
0.048602	0.777217	0.776316	9.007388e-04
0.048702	0.777183	0.776279	9.044232e-04
0.048802	0.777149	0.776241	9.081149e-04
0.048902	0.777116	0.776204	9.118139e-04
0.049002	0.777082	0.776166	9.155204e-04
0.049102	0.777048	0.776128	9.192342e-04
0.049202	0.777014	0.776091	9.229553e-04
0.049302	0.776980	0.776053	9.266838e-04
0.049402	0.776946	0.776015	9.304196e-04
0.049502	0.776911	0.775977	9.341628e-04
0.049602	0.776877	0.775939	9.379134e-04
0.049702	0.776843	0.775901	9.416712e-04
0.049802	0.776808	0.775863	9.454365e-04
0.049902	0.776774	0.775825	9.492090e-04
0.050002	0.776739	0.775786	9.529890e-04
0.050102	0.776705	0.775748	9.567762e-04
0.050202	0.776670	0.775709	9.605708e-04
0.050302	0.776635	0.775671	9.643727e-04
0.050402	0.776600	0.775632	9.681820e-04
0.050502	0.776565	0.775593	9.719986e-04
0.050602	0.776530	0.775555	9.758226e-04
0.050702	0.776495	0.775516	9.796538e-04
0.050802	0.776460	0.775477	9.834924e-04
0.050902	0.776425	0.775438	9.873384e-04
0.051002	0.776390	0.775399	9.911916e-04
0.051102	0.776355	0.775360	9.950522e-04
0.051202	0.776319	0.775320	9.989202e-04
0.051302	0.776284	0.775281	1.002795e-03
0.051402	0.776248	0.775242	1.006678e-03
0.051502	0.776213	0.775202	1.010568e-03
0.051602	0.776177	0.775163	1.014465e-03
0.051702	0.776141	0.775123	1.018370e-03
0.051802	0.776106	0.775083	1.022281e-03
0.051902	0.776070	0.775044	1.026201e-03
0.052002	0.776034	0.775004	1.030127e-03
0.052102	0.775998	0.774964	1.034061e-03
0.052202	0.775962	0.774924	1.038002e-03
0.052302	0.775926	0.774884	1.041950e-03
0.052402	0.775889	0.774843	1.045906e-03
0.052502	0.775853	0.774803	1.049869e-03
0.052602	0.775817	0.774763	1.053840e-03
0.052702	0.775780	0.774723	1.057817e-03
0.052802	0.775744	0.774682	1.061802e-03
0.052902	0.775707	0.774642	1.065794e-03
0.053002	0.775671	0.774601	1.069794e-03
0.053102	0.775634	0.774560	1.073801e-03
0.053202	0.775597	0.774519	1.077815e-03
0.053302	0.775560	0.774479	1.081836e-03
0.053402	0.775524	0.774438	1.085865e-03
0.053502	0.775487	0.774397	1.089901e-03
0.053602	0.775450	0.774356	1.093944e-03
0.053702	0.775413	0.774315	1.097995e-03
0.053802	0.775375	0.774273	1.102053e-03
0.053902	0.775338	0.774232	1.106118e-03
0.054002	0.775301	0.774191	1.110191e-03
0.054102	0.775263	0.774149	1.114270e-03
0.054202	0.775226	0.774108	1.118358e-03
0.054302	0.775189	0.774066	1.122452e-03
0.054402	0.775151	0.774024	1.126554e-03
0.054502	0.775113	0.773983	1.130662e-03
0.054602	0.775076	0.773941	1.134779e-03
0.054702	0.775038	0.773899	1.138902e-03
0.054802	0.775000	0.773857	1.143033e-03
0.054902	0.774962	0.773815	1.147171e-03
0.055002	0.774924	0.773773	1.151316e-03
0.055102	0.774886	0.773731	1.155469e-03
0.055202	0.774848	0.773688	1.159628e-03
0.055302	0.774810	0.773646	1.163795e-03
0.055402	0.774771	0.773603	1.167970e-03
0.055502	0.774733	0.773561	1.172151e-03
0.055602	0.774695	0.773518	1.176340e-03
0.055702	0.774656	0.773476	1.180536e-03
0.055802	0.774618	0.773433	1.184740e-03
0.055902	0.774579	0.773390	1.188951e-03
0.056002	0.774540	0.773347	1.193168e-03
0.056102	0.774502	0.773304	1.197394e-03
0.056202	0.774463	0.773261	1.201626e-03
0.056302	0.774424	0.773218	1.205866e-03
0.056402	0.774385	0.773175	1.210113e-03
0.056502	0.774346	0.773132	1.214367e-03
0.056602	0.774307	0.773088	1.218628e-03
0.056702	0.774268	0.773045	1.222897e-03
0.056802	0.774229	0.773001	1.227173e-03
0.056902	0.774189	0.772958	1.231456e-03
0.057002	0.774150	0.772914	1.235746e-03
0.057102	0.774110	0.772870	1.240044e-03
0.057202	0.774071	0.772827	1.244349e-03
0.057302	0.774031	0.772783	1.248661e-03
0.057402	0.773992	0.772739	1.252980e-03
0.057502	0.773952	0.772695	1.257307e-03
0.057602	0.773912	0.772651	1.261641e-03
0.057702	0.773872	0.772607	1.265982e-03
0.057802	0.773833	0.772562	1.270330e-03
0.057902	0.773793	0.772518	1.274686e-03
0.058002	0.773753	0.772474	1.279049e-03
0.058102	0.773712	0.772429	1.283418e-03
0.058202	0.773672	0.772384	1.287796e-03
0.058302	0.773632	0.772340	1.292180e-03
0.058402	0.773592	0.772295	1.296572e-03
0.058502	0.773551	0.772250	1.300971e-03
0.058602	0.773511	0.772205	1.305377e-03
0.058702	0.773470	0.772161	1.309790e-03
0.058802	0.773430	0.772116	1.314210e-03
0.058902	0.773389	0.772070	1.318638e-03
0.059002	0.773348	0.772025	1.323073e-03
0.059102	0.773308	0.771980	1.327515e-03
0.059202	0.773267	0.771935	1.331965e-03
0.059302	0.773226	0.771889	1.336421e-03
0.059402	0.773185	0.771844	1.340885e-03
0.059502	0.773144	0.771798	1.345356e-03
0.059602	0.773103	0.771753	1.349834e-03
0.059702	0.773061	0.771707	1.354319e-03
0.059802	0.773020	0.771661	1.358812e-03
0.059902	0.772979	0.771615	1.363312e-03
0.060002	0.772937	0.771569	1.367819e-03
